k,stop_width,n,clusters,unresolved,excess_gross_R,se_gross_R,t,ci_low_R,ci_high_R,p_signal,p_control,signal_gross_R,control_gross_R,cost_R,signal_net_R,control_net_R,excess_net_R,break_even_cost_R,edge_to_cost,required_multiple,exec_tf,regime,band,stage,scenario,signal_real,economics_viable
0.25,0.02,27169,1410,19,0.006579189517464758,0.0031650376860973646,2.078708113449732,0.00037571565271392326,0.012782663382215592,0.7995141521587102,0.7942508005447385,-0.0006073098016121659,-0.007186499319076889,0.069,-0.06960730980161217,-0.0761864993190769,0.006579189517464758,0.006579189517464758,0.09535057271688054,10.487613986013987,15,ALL,primary,B,B_low_slip,True,False
0.25,0.02,27169,1410,19,0.006579189517464758,0.0031650376860973646,2.078708113449732,0.00037571565271392326,0.012782663382215592,0.7995141521587102,0.7942508005447385,-0.0006073098016121659,-0.007186499319076889,0.109,-0.10960730980161217,-0.11618649931907689,0.006579189517464758,0.006579189517464758,0.06035953685747484,16.567390209790208,15,ALL,primary,B,C_high_slip,True,False
0.25,0.02,27169,1410,19,0.006579189517464758,0.0031650376860973646,2.078708113449732,0.00037571565271392326,0.012782663382215592,0.7995141521587102,0.7942508005447385,-0.0006073098016121659,-0.007186499319076889,0.0513,-0.051907309801612164,-0.05848649931907689,0.006579189517464758,0.006579189517464758,0.12824930833264636,7.797313006993007,15,ALL,primary,B,D_fee_sens,True,False
0.5,0.02,27166,1410,22,0.007012442023117132,0.004888929510522825,1.4343512231100295,-0.0025698598175076044,0.016594743863741865,0.6638445115217552,0.6591695501730104,-0.004233232717367308,-0.011245674740484435,0.079,-0.08323323271736731,-0.09024567474048444,0.007012442023117132,0.007012442023117132,0.08876508890021687,11.26569028871391,15,ALL,primary,B,A_baseline,False,False
0.5,0.02,27166,1410,22,0.007012442023117132,0.004888929510522825,1.4343512231100295,-0.0025698598175076044,0.016594743863741865,0.6638445115217552,0.6591695501730104,-0.004233232717367308,-0.011245674740484435,0.069,-0.07323323271736731,-0.08024567474048444,0.007012442023117132,0.007012442023117132,0.10162959453792944,9.839653543307087,15,ALL,primary,B,B_low_slip,False,False
0.5,0.02,27166,1410,22,0.007012442023117132,0.004888929510522825,1.4343512231100295,-0.0025698598175076044,0.016594743863741865,0.6638445115217552,0.6591695501730104,-0.004233232717367308,-0.011245674740484435,0.109,-0.11323323271736731,-0.12024567474048443,0.007012442023117132,0.007012442023117132,0.06433433048731314,15.543800524934381,15,ALL,primary,B,C_high_slip,False,False
0.5,0.02,27166,1410,22,0.007012442023117132,0.004888929510522825,1.4343512231100295,-0.0025698598175076044,0.016594743863741865,0.6638445115217552,0.6591695501730104,-0.004233232717367308,-0.011245674740484435,0.0513,-0.055533232717367306,-0.06254567474048443,0.007012442023117132,0.007012442023117132,0.1366947762790864,7.3155685039370075,15,ALL,primary,B,D_fee_sens,False,False
0.75,0.02,27164,1410,24,0.01033997202179355,0.006227286002565206,1.660429923651203,-0.001865508543234253,0.022545452586821356,0.5770505080253276,0.5711419525843028,0.009838389044323437,-0.0005015829774701608,0.079,-0.06916161095567656,-0.07950158297747016,0.01033997202179355,0.01033997202179355,0.13088572179485508,7.640252781486426,15,ALL,primary,B,A_baseline,False,False
0.75,0.02,27164,1410,24,0.01033997202179355,0.006227286002565206,1.660429923651203,-0.001865508543234253,0.022545452586821356,0.5770505080253276,0.5711419525843028,0.009838389044323437,-0.0005015829774701608,0.069,-0.05916161095567657,-0.06950158297747017,0.01033997202179355,0.01033997202179355,0.1498546669825152,6.67313217623498,15,ALL,primary,B,B_low_slip,False,False
0.75,0.02,27164,1410,24,0.01033997202179355,0.006227286002565206,1.660429923651203,-0.001865508543234253,0.022545452586821356,0.5770505080253276,0.5711419525843028,0.009838389044323437,-0.0005015829774701608,0.109,-0.09916161095567656,-0.10950158297747016,0.01033997202179355,0.01033997202179355,0.09486212864030781,10.541614597240764,15,ALL,primary,B,C_high_slip,False,False
0.75,0.02,27164,1410,24,0.01033997202179355,0.006227286002565206,1.660429923651203,-0.001865508543234253,0.022545452586821356,0.5770505080253276,0.5711419525843028,0.009838389044323437,-0.0005015829774701608,0.0513,-0.04146161095567656,-0.05180158297747016,0.01033997202179355,0.01033997202179355,0.20155890880689184,4.96132870493992,15,ALL,primary,B,D_fee_sens,False,False
1.0,0.02,27164,1410,24,0.007068178471506406,0.007868532363276871,0.8982842219082955,-0.008354144960516261,0.022490501903529074,0.5051170667059344,0.5015829774701811,0.01023413341186874,0.0031659549403622034,0.079,-0.06876586658813126,-0.0758340450596378,0.007068178471506406,0.007068178471506406,0.08947061356337223,11.176854166666667,15,ALL,primary,B,A_baseline,False,False
1.0,0.02,27164,1410,24,0.007068178471506406,0.007868532363276871,0.8982842219082955,-0.008354144960516261,0.022490501903529074,0.5051170667059344,0.5015829774701811,0.01023413341186874,0.0031659549403622034,0.069,-0.058765866588131266,-0.0658340450596378,0.007068178471506406,0.007068178471506406,0.10243736915226674,9.7620625,15,ALL,primary,B,B_low_slip,False,False
1.0,0.02,27164,1410,24,0.007068178471506406,0.007868532363276871,0.8982842219082955,-0.008354144960516261,0.022490501903529074,0.5051170667059344,0.5015829774701811,0.01023413341186874,0.0031659549403622034,0.109,-0.09876586658813126,-0.1058340450596378,0.007068178471506406,0.007068178471506406,0.06484567405051749,15.421229166666667,15,ALL,primary,B,C_high_slip,False,False
1.0,0.02,27164,1410,24,0.007068178471506406,0.007868532363276871,0.8982842219082955,-0.008354144960516261,0.022490501903529074,0.5051170667059344,0.5015829774701811,0.01023413341186874,0.0031659549403622034,0.0513,-0.04106586658813126,-0.048134045059637795,0.007068178471506406,0.007068178471506406,0.13778125675451083,7.25788125,15,ALL,primary,B,D_fee_sens,False,False
0.25,0.03,27160,1410,28,0.004855486008836524,0.0031725047629623526,1.5304897459957394,-0.0013626233265696865,0.011073595344242735,0.7900589101620029,0.7861745213549337,-0.012426362297496385,-0.017281848306332837,0.05266666666666667,-0.06509302896416305,-0.0699485149729995,0.004855486008836524,0.004855486008836524,0.09219277231968084,10.846837282780411,15,ALL,primary,B,A_baseline,False,False
0.25,0.03,27160,1410,28,0.004855486008836524,0.0031725047629623526,1.5304897459957394,-0.0013626233265696865,0.011073595344242735,0.7900589101620029,0.7861745213549337,-0.012426362297496385,-0.017281848306332837,0.046000000000000006,-0.05842636229749639,-0.06328184830633285,0.004855486008836524,0.004855486008836524,0.10555404367035921,9.473819905213272,15,ALL,primary,B,B_low_slip,False,False
0.25,0.03,27160,1410,28,0.004855486008836524,0.0031725047629623526,1.5304897459957394,-0.0013626233265696865,0.011073595344242735,0.7900589101620029,0.7861745213549337,-0.012426362297496385,-0.017281848306332837,0.07266666666666667,-0.08509302896416306,-0.08994851497299951,0.004855486008836524,0.004855486008836524,0.06681861480050262,14.965889415481833,15,ALL,primary,B,C_high_slip,False,False
0.25,0.03,27160,1410,28,0.004855486008836524,0.0031725047629623526,1.5304897459957394,-0.0013626233265696865,0.011073595344242735,0.7900589101620029,0.7861745213549337,-0.012426362297496385,-0.017281848306332837,0.0342,-0.046626362297496386,-0.05148184830633284,0.004855486008836524,0.004855486008836524,0.14197327511217908,7.0435791469194315,15,ALL,primary,B,D_fee_sens,False,False
0.5,0.03,27152,1410,36,0.010082130229817325,0.004447042908844836,2.267153800059973,0.0013659261284814463,0.018798334331153202,0.6633028874484385,0.6565814672952268,-0.0050456688273423644,-0.015127799057159774,0.05266666666666667,-0.05771233549400903,-0.06779446572382644,0.010082130229817325,0.010082130229817325,0.19143285246488592,5.223763774733638,15,ALL,primary,B,A_baseline,True,False
0.5,0.03,27152,1410,36,0.010082130229817325,0.004447042908844836,2.267153800059973,0.0013659261284814463,0.018798334331153202,0.6633028874484385,0.6565814672952268,-0.0050456688273423644,-0.015127799057159774,0.046000000000000006,-0.05104566882734237,-0.06112779905715978,0.010082130229817325,0.010082130229817325,0.21917674412646354,4.562527853881279,15,ALL,primary,B,B_low_slip,True,False
0.5,0.03,27152,1410,36,0.010082130229817325,0.004447042908844836,2.267153800059973,0.0013659261284814463,0.018798334331153202,0.6633028874484385,0.6565814672952268,-0.0050456688273423644,-0.015127799057159774,0.07266666666666667,-0.07771233549400904,-0.08779446572382645,0.010082130229817325,0.010082130229817325,0.13874491141950446,7.207471537290716,15,ALL,primary,B,C_high_slip,True,False
0.5,0.03,27152,1410,36,0.010082130229817325,0.004447042908844836,2.267153800059973,0.0013659261284814463,0.018798334331153202,0.6633028874484385,0.6565814672952268,-0.0050456688273423644,-0.015127799057159774,0.0342,-0.039245668827342366,-0.049327799057159775,0.010082130229817325,0.010082130229817325,0.29479912952682236,3.3921402739726028,15,ALL,primary,B,D_fee_sens,True,False
0.75,0.03,27152,1410,36,0.007283073070123748,0.005831247589465595,1.2489733900650934,-0.004146172205228817,0.018712318345476313,0.564820271066588,0.5606585150265174,-0.011564525633470879,-0.018847598703594537,0.05266666666666667,-0.06423119230013755,-0.0715142653702612,0.007283073070123748,0.007283073070123748,0.1382861975339952,7.231379688158449,15,ALL,primary,B,A_baseline,False,False
0.75,0.03,27152,1410,36,0.007283073070123748,0.005831247589465595,1.2489733900650934,-0.004146172205228817,0.018712318345476313,0.564820271066588,0.5606585150265174,-0.011564525633470879,-0.018847598703594537,0.046000000000000006,-0.057564525633470885,-0.06484759870359455,0.007283073070123748,0.007283073070123748,0.15832767543747275,6.316015170670038,15,ALL,primary,B,B_low_slip,False,False
0.75,0.03,27152,1410,36,0.007283073070123748,0.005831247589465595,1.2489733900650934,-0.004146172205228817,0.018712318345476313,0.564820271066588,0.5606585150265174,-0.011564525633470879,-0.018847598703594537,0.07266666666666667,-0.08423119230013755,-0.09151426537026121,0.007283073070123748,0.007283073070123748,0.1002257761943635,9.977473240623683,15,ALL,primary,B,C_high_slip,False,False
0.75,0.03,27152,1410,36,0.007283073070123748,0.005831247589465595,1.2489733900650934,-0.004146172205228817,0.018712318345476313,0.564820271066588,0.5606585150265174,-0.011564525633470879,-0.018847598703594537,0.0342,-0.04576452563347088,-0.05304759870359454,0.007283073070123748,0.007283073070123748,0.21295535292759496,4.69581997471555,15,ALL,primary,B,D_fee_sens,False,False
1.0,0.03,27152,1410,36,0.015947259870359456,0.007003176604688229,2.2771466108228187,0.0022210337251705285,0.029673486015548384,0.5085076605774896,0.50053403064231,0.01701532115497928,0.0010680612846198922,0.05266666666666667,-0.03565134551168739,-0.051598605382046775,0.015947259870359456,0.015947259870359456,0.30279607348783777,3.30255273287144,15,ALL,primary,B,A_baseline,True,False
1.0,0.03,27152,1410,36,0.015947259870359456,0.007003176604688229,2.2771466108228187,0.0022210337251705285,0.029673486015548384,0.5085076605774896,0.50053403064231,0.01701532115497928,0.0010680612846198922,0.046000000000000006,-0.028984678845020727,-0.044931938715380114,0.015947259870359456,0.015947259870359456,0.34667956239911857,2.884508083140878,15,ALL,primary,B,B_low_slip,True,False
1.0,0.03,27152,1410,36,0.015947259870359456,0.007003176604688229,2.2771466108228187,0.0022210337251705285,0.029673486015548384,0.5085076605774896,0.50053403064231,0.01701532115497928,0.0010680612846198922,0.07266666666666667,-0.05565134551168739,-0.07159860538204678,0.015947259870359456,0.015947259870359456,0.21945770463797415,4.556686682063126,15,ALL,primary,B,C_high_slip,True,False
1.0,0.03,27152,1410,36,0.015947259870359456,0.007003176604688229,2.2771466108228187,0.0022210337251705285,0.029673486015548384,0.5085076605774896,0.50053403064231,0.01701532115497928,0.0010680612846198922,0.0342,-0.017184678845020722,-0.03313193871538011,0.015947259870359456,0.015947259870359456,0.4662941482561244,2.1445690531177832,15,ALL,primary,B,D_fee_sens,True,False
0.25,0.05,27143,1408,45,0.004167741222414619,0.002934794017963373,1.4201137105039012,-0.001584455052793593,0.009919937497622832,0.7862063883874295,0.7828721954094978,-0.017242014515713056,-0.021409755738127756,0.031599999999999996,-0.04884201451571305,-0.05300975573812775,0.004167741222414619,0.004167741222414619,0.13189054501312086,7.582044640883977,15,ALL,primary,B,A_baseline,False,False
0.25,0.05,27143,1408,45,0.004167741222414619,0.002934794017963373,1.4201137105039012,-0.001584455052793593,0.009919937497622832,0.7862063883874295,0.7828721954094978,-0.017242014515713056,-0.021409755738127756,0.027600000000000003,-0.044842014515713055,-0.049009755738127755,0.004167741222414619,0.004167741222414619,0.15100511675415285,6.622292154696133,15,ALL,primary,B,B_low_slip,False,False
0.25,0.05,27143,1408,45,0.004167741222414619,0.002934794017963373,1.4201137105039012,-0.001584455052793593,0.009919937497622832,0.7862063883874295,0.7828721954094978,-0.017242014515713056,-0.021409755738127756,0.0436,-0.060842014515713055,-0.06500975573812776,0.004167741222414619,0.004167741222414619,0.09559039500950961,10.461302099447513,15,ALL,primary,B,C_high_slip,False,False
0.25,0.05,27143,1408,45,0.004167741222414619,0.002934794017963373,1.4201137105039012,-0.001584455052793593,0.009919937497622832,0.7862063883874295,0.7828721954094978,-0.017242014515713056,-0.021409755738127756,0.02052,-0.03776201451571305,-0.04192975573812775,0.004167741222414619,0.004167741222414619,0.20310629738862665,4.923530254143646,15,ALL,primary,B,D_fee_sens,False,False
0.5,0.05,27116,1408,72,0.006250921964891578,0.004081714381077522,1.531445216713427,-0.0017492382220203658,0.01425108215180352,0.6502065201357132,0.6460392388257855,-0.024690219796430157,-0.030941141761321678,0.031599999999999996,-0.05629021979643015,-0.06254114176132167,0.006250921964891578,0.006250921964891578,0.19781398623074614,5.055254277286134,15,ALL,primary,B,A_baseline,False,False
0.5,0.05,27116,1408,72,0.006250921964891578,0.004081714381077522,1.531445216713427,-0.0017492382220203658,0.01425108215180352,0.6502065201357132,0.6460392388257855,-0.024690219796430157,-0.030941141761321678,0.027600000000000003,-0.05229021979643016,-0.05854114176132168,0.006250921964891578,0.006250921964891578,0.22648267988737597,4.415348672566371,15,ALL,primary,B,B_low_slip,False,False
0.5,0.05,27116,1408,72,0.006250921964891578,0.004081714381077522,1.531445216713427,-0.0017492382220203658,0.01425108215180352,0.6502065201357132,0.6460392388257855,-0.024690219796430157,-0.030941141761321678,0.0436,-0.06829021979643016,-0.07454114176132168,0.006250921964891578,0.006250921964891578,0.14336976983696278,6.974971091445427,15,ALL,primary,B,C_high_slip,False,False
0.5,0.05,27116,1408,72,0.006250921964891578,0.004081714381077522,1.531445216713427,-0.0017492382220203658,0.01425108215180352,0.6502065201357132,0.6460392388257855,-0.024690219796430157,-0.030941141761321678,0.02052,-0.045210219796430154,-0.051461141761321674,0.006250921964891578,0.006250921964891578,0.3046258267491022,3.282715752212389,15,ALL,primary,B,D_fee_sens,False,False
0.75,0.05,27093,1407,95,0.0067821946628280365,0.005080698650987757,1.334894101918343,-0.003175974693107965,0.01674036401876404,0.5721034953678071,0.5682279555604769,0.001181116893662404,-0.005601077769165408,0.031599999999999996,-0.030418883106337592,-0.037201077769165404,0.0067821946628280365,0.0067821946628280365,0.2146264133806341,4.659258775510204,15,ALL,primary,B,A_baseline,False,False
0.75,0.05,27093,1407,95,0.0067821946628280365,0.005080698650987757,1.334894101918343,-0.003175974693107965,0.01674036401876404,0.5721034953678071,0.5682279555604769,0.001181116893662404,-0.005601077769165408,0.027600000000000003,-0.0264188831063376,-0.03320107776916541,0.0067821946628280365,0.0067821946628280365,0.2457316906821752,4.06947918367347,15,ALL,primary,B,B_low_slip,False,False
0.75,0.05,27093,1407,95,0.0067821946628280365,0.005080698650987757,1.334894101918343,-0.003175974693107965,0.01674036401876404,0.5721034953678071,0.5682279555604769,0.001181116893662404,-0.005601077769165408,0.0436,-0.042418883106337596,-0.04920107776916541,0.0067821946628280365,0.0067821946628280365,0.15555492345935865,6.428597551020409,15,ALL,primary,B,C_high_slip,False,False
0.75,0.05,27093,1407,95,0.0067821946628280365,0.005080698650987757,1.334894101918343,-0.003175974693107965,0.01674036401876404,0.5721034953678071,0.5682279555604769,0.001181116893662404,-0.005601077769165408,0.02052,-0.019338883106337596,-0.026121077769165408,0.0067821946628280365,0.0067821946628280365,0.33051630910468016,3.025569306122449,15,ALL,primary,B,D_fee_sens,False,False
1.0,0.05,27084,1407,104,0.00823364347954512,0.006694358018312078,1.229937726219961,-0.004887298236346552,0.02135458519543679,0.5054275587062472,0.5013107369664747,0.010855117412494453,0.002621473932949314,0.031599999999999996,-0.020744882587505543,-0.028978526067050682,0.00823364347954512,0.00823364347954512,0.2605583379602886,3.8379121076233176,15,ALL,primary,B,A_baseline,False,False
1.0,0.05,27084,1407,104,0.00823364347954512,0.006694358018312078,1.229937726219961,-0.004887298236346552,0.02135458519543679,0.5054275587062472,0.5013107369664747,0.010855117412494453,0.002621473932949314,0.027600000000000003,-0.01674488258750555,-0.02497852606705069,0.00823364347954512,0.00823364347954512,0.29832041592554775,3.3521004484304933,15,ALL,primary,B,B_low_slip,False,False
1.0,0.05,27084,1407,104,0.00823364347954512,0.006694358018312078,1.229937726219961,-0.004887298236346552,0.02135458519543679,0.5054275587062472,0.5013107369664747,0.010855117412494453,0.002621473932949314,0.0436,-0.03274488258750555,-0.040978526067050686,0.00823364347954512,0.00823364347954512,0.1888450339345211,5.295347085201794,15,ALL,primary,B,C_high_slip,False,False
1.0,0.05,27084,1407,104,0.00823364347954512,0.006694358018312078,1.229937726219961,-0.004887298236346552,0.02135458519543679,0.5054275587062472,0.5013107369664747,0.010855117412494453,0.002621473932949314,0.02052,-0.009664882587505547,-0.017898526067050686,0.00823364347954512,0.00823364347954512,0.4012496822390409,2.4922138116591928,15,ALL,primary,B,D_fee_sens,False,False
0.25,0.075,27078,1404,110,0.0015002954427948889,0.002914599765675183,0.5147517887236697,-0.0042123200979284695,0.007212910983518247,0.785360809513258,0.7841605731590221,-0.01829898810842745,-0.019799283551222402,0.021066666666666668,-0.039365654775094114,-0.040865950217889066,0.0015002954427948889,0.0015002954427948889,0.0712165558288713,14.041678769230769,15,ALL,diagnostic,B,A_baseline,False,False
0.25,0.075,27078,1404,110,0.0015002954427948889,0.002914599765675183,0.5147517887236697,-0.0042123200979284695,0.007212910983518247,0.785360809513258,0.7841605731590221,-0.01829898810842745,-0.019799283551222402,0.018400000000000003,-0.03669898810842745,-0.0381992835512224,0.0015002954427948889,0.0015002954427948889,0.08153779580407003,12.26425107692308,15,ALL,diagnostic,B,B_low_slip,False,False
0.25,0.075,27078,1404,110,0.0015002954427948889,0.002914599765675183,0.5147517887236697,-0.0042123200979284695,0.007212910983518247,0.785360809513258,0.7841605731590221,-0.01829898810842745,-0.019799283551222402,0.029066666666666668,-0.04736565477509412,-0.04886595021788907,0.0015002954427948889,0.0015002954427948889,0.05161566890349388,19.373961846153847,15,ALL,diagnostic,B,C_high_slip,False,False
0.25,0.075,27078,1404,110,0.0015002954427948889,0.002914599765675183,0.5147517887236697,-0.0042123200979284695,0.007212910983518247,0.785360809513258,0.7841605731590221,-0.01829898810842745,-0.019799283551222402,0.013680000000000001,-0.03197898810842745,-0.0334792835512224,0.0015002954427948889,0.0015002954427948889,0.10967071950255035,9.118204061538462,15,ALL,diagnostic,B,D_fee_sens,False,False
0.5,0.075,26954,1399,234,0.006427617422274988,0.0038496701814858736,1.6696540532711541,-0.0011177361334373244,0.013972970977987298,0.6658751947762855,0.6615901164947688,-0.0011872078355716909,-0.007614825257846736,0.021066666666666668,-0.02225387450223836,-0.028681491924513403,0.006427617422274988,0.006427617422274988,0.30510842194343296,3.2775234247234244,15,ALL,diagnostic,B,A_baseline,False,False
0.5,0.075,26954,1399,234,0.006427617422274988,0.0038496701814858736,1.6696540532711541,-0.0011177361334373244,0.013972970977987298,0.6658751947762855,0.6615901164947688,-0.0011872078355716909,-0.007614825257846736,0.018400000000000003,-0.019587207835571694,-0.02601482525784674,0.006427617422274988,0.006427617422274988,0.34932703381929275,2.862647041847042,15,ALL,diagnostic,B,B_low_slip,False,False
0.5,0.075,26954,1399,234,0.006427617422274988,0.0038496701814858736,1.6696540532711541,-0.0011177361334373244,0.013972970977987298,0.6658751947762855,0.6615901164947688,-0.0011872078355716909,-0.007614825257846736,0.029066666666666668,-0.03025387450223836,-0.03668149192451341,0.006427617422274988,0.006427617422274988,0.2211336269131303,4.522152573352573,15,ALL,diagnostic,B,C_high_slip,False,False
0.5,0.075,26954,1399,234,0.006427617422274988,0.0038496701814858736,1.6696540532711541,-0.0011177361334373244,0.013972970977987298,0.6658751947762855,0.6615901164947688,-0.0011872078355716909,-0.007614825257846736,0.013680000000000001,-0.014867207835571692,-0.021294825257846737,0.006427617422274988,0.006427617422274988,0.4698550747277037,2.128315844155844,15,ALL,diagnostic,B,D_fee_sens,False,False
0.75,0.075,26818,1395,370,0.009037773137445,0.005081743342970985,1.778478865908479,-0.0009224438147781306,0.01899799008966813,0.5718547244388098,0.5666902826459841,0.0007457677679172381,-0.0082920053695279,0.021066666666666668,-0.02032089889874943,-0.029358672036194567,0.009037773137445,0.009037773137445,0.4290082185496044,2.330957675777892,15,ALL,diagnostic,B,A_baseline,False,False
0.75,0.075,26818,1395,370,0.009037773137445,0.005081743342970985,1.778478865908479,-0.0009224438147781306,0.01899799008966813,0.5718547244388098,0.5666902826459841,0.0007457677679172381,-0.0082920053695279,0.018400000000000003,-0.017654232232082765,-0.026692005369527903,0.009037773137445,0.009037773137445,0.4911833226872282,2.0358997421351215,15,ALL,diagnostic,B,B_low_slip,False,False
0.75,0.075,26818,1395,370,0.009037773137445,0.005081743342970985,1.778478865908479,-0.0009224438147781306,0.01899799008966813,0.5718547244388098,0.5666902826459841,0.0007457677679172381,-0.0082920053695279,0.029066666666666668,-0.02832089889874943,-0.03735867203619457,0.009037773137445,0.009037773137445,0.3109325620680619,3.216131476706206,15,ALL,diagnostic,B,C_high_slip,False,False
0.75,0.075,26818,1395,370,0.009037773137445,0.005081743342970985,1.778478865908479,-0.0009224438147781306,0.01899799008966813,0.5718547244388098,0.5666902826459841,0.0007457677679172381,-0.0082920053695279,0.013680000000000001,-0.012934232232082763,-0.0219720053695279,0.009037773137445,0.009037773137445,0.6606559310997807,1.5136471995874161,15,ALL,diagnostic,B,D_fee_sens,False,False
1.0,0.075,26795,1394,393,0.013509983205821982,0.006209785974599977,2.1755956261749057,0.0013388026956060277,0.025681163716037937,0.5072214965478634,0.5004665049449524,0.01444299309572683,0.0009330098899047456,0.021066666666666668,-0.006623673570939837,-0.020133656776761922,0.013509983205821982,0.013509983205821982,0.6412966711624358,1.559340699815838,15,ALL,diagnostic,B,A_baseline,True,False
1.0,0.075,26795,1394,393,0.013509983205821982,0.006209785974599977,2.1755956261749057,0.0013388026956060277,0.025681163716037937,0.5072214965478634,0.5004665049449524,0.01444299309572683,0.0009330098899047456,0.018400000000000003,-0.003957006904273173,-0.017466990110095258,0.013509983205821982,0.013509983205821982,0.7342382177077164,1.3619558011049726,15,ALL,diagnostic,B,B_low_slip,True,False
1.0,0.075,26795,1394,393,0.013509983205821982,0.006209785974599977,2.1755956261749057,0.0013388026956060277,0.025681163716037937,0.5072214965478634,0.5004665049449524,0.01444299309572683,0.0009330098899047456,0.029066666666666668,-0.014623673570939837,-0.028133656776761922,0.013509983205821982,0.013509983205821982,0.46479300020029757,2.1514953959484346,15,ALL,diagnostic,B,C_high_slip,True,False
1.0,0.075,26795,1394,393,0.013509983205821982,0.006209785974599977,2.1755956261749057,0.0013388026956060277,0.025681163716037937,0.5072214965478634,0.5004665049449524,0.01444299309572683,0.0009330098899047456,0.013680000000000001,0.0007629930957268292,-0.012746990110095256,0.013509983205821982,0.013509983205821982,0.9875718717706127,1.0125845303867405,15,ALL,diagnostic,B,D_fee_sens,True,True
0.25,0.1,26928,1403,260,0.004108177361853833,0.0026673269186563995,1.5401851693242108,-0.001119783398712711,0.009336138122420375,0.7853535353535354,0.7820669934640523,-0.018308080808080773,-0.022416258169934644,0.015799999999999998,-0.03410808080808077,-0.03821625816993464,0.004108177361853833,0.004108177361853833,0.2600112254337869,3.845987796610169,15,ALL,diagnostic,B,A_baseline,False,False
0.25,0.1,26928,1403,260,0.004108177361853833,0.0026673269186563995,1.5401851693242108,-0.001119783398712711,0.009336138122420375,0.7853535353535354,0.7820669934640523,-0.018308080808080773,-0.022416258169934644,0.013800000000000002,-0.03210808080808077,-0.036216258169934644,0.004108177361853833,0.004108177361853833,0.29769401172853854,3.359153898305085,15,ALL,diagnostic,B,B_low_slip,False,False
0.25,0.1,26928,1403,260,0.004108177361853833,0.0026673269186563995,1.5401851693242108,-0.001119783398712711,0.009336138122420375,0.7853535353535354,0.7820669934640523,-0.018308080808080773,-0.022416258169934644,0.0218,-0.04010808080808077,-0.044216258169934644,0.004108177361853833,0.004108177361853833,0.18844850283733178,5.306489491525423,15,ALL,diagnostic,B,C_high_slip,False,False
0.25,0.1,26928,1403,260,0.004108177361853833,0.0026673269186563995,1.5401851693242108,-0.001119783398712711,0.009336138122420375,0.7853535353535354,0.7820669934640523,-0.018308080808080773,-0.022416258169934644,0.01026,-0.02856808080808077,-0.03267625816993464,0.004108177361853833,0.004108177361853833,0.4004071502781513,2.497457898305085,15,ALL,diagnostic,B,D_fee_sens,False,False
0.5,0.1,26536,1382,652,0.0031655110039192046,0.003929678574741277,0.805539421026977,-0.004536659002573698,0.010867681010412106,0.6653225806451613,0.6632122399758819,-0.0020161290322581182,-0.005181640036177271,0.015799999999999998,-0.017816129032258116,-0.02098164003617727,0.0031655110039192046,0.0031655110039192046,0.20034879771640537,4.991295238095237,15,ALL,diagnostic,B,A_baseline,False,False
0.5,0.1,26536,1382,652,0.0031655110039192046,0.003929678574741277,0.805539421026977,-0.004536659002573698,0.010867681010412106,0.6653225806451613,0.6632122399758819,-0.0020161290322581182,-0.005181640036177271,0.013800000000000002,-0.015816129032258118,-0.01898164003617727,0.0031655110039192046,0.0031655110039192046,0.22938485535646408,4.359485714285714,15,ALL,diagnostic,B,B_low_slip,False,False
0.5,0.1,26536,1382,652,0.0031655110039192046,0.003929678574741277,0.805539421026977,-0.004536659002573698,0.010867681010412106,0.6653225806451613,0.6632122399758819,-0.0020161290322581182,-0.005181640036177271,0.0218,-0.023816129032258118,-0.02698164003617727,0.0031655110039192046,0.0031655110039192046,0.1452069267852846,6.886723809523809,15,ALL,diagnostic,B,C_high_slip,False,False
0.5,0.1,26536,1382,652,0.0031655110039192046,0.003929678574741277,0.805539421026977,-0.004536659002573698,0.010867681010412106,0.6653225806451613,0.6632122399758819,-0.0020161290322581182,-0.005181640036177271,0.01026,-0.012276129032258118,-0.01544164003617727,0.0031655110039192046,0.0031655110039192046,0.30852933761395757,3.2411828571428565,15,ALL,diagnostic,B,D_fee_sens,False,False
0.75,0.1,26441,1373,747,0.0030114216557618847,0.004989959776100263,0.6034961785033388,-0.00676889950539463,0.0127917428169184,0.5704020271547975,0.5686812147800764,-0.0017964524791044267,-0.004807874134866275,0.015799999999999998,-0.017596452479104425,-0.020607874134866273,0.0030114216557618847,0.0030114216557618847,0.19059630732670158,5.24669136577708,15,ALL,diagnostic,B,A_baseline,False,False
0.75,0.1,26441,1373,747,0.0030114216557618847,0.004989959776100263,0.6034961785033388,-0.00676889950539463,0.0127917428169184,0.5704020271547975,0.5686812147800764,-0.0017964524791044267,-0.004807874134866275,0.013800000000000002,-0.015596452479104428,-0.018607874134866274,0.0030114216557618847,0.0030114216557618847,0.21821896056245538,4.582553218210362,15,ALL,diagnostic,B,B_low_slip,False,False
0.75,0.1,26441,1373,747,0.0030114216557618847,0.004989959776100263,0.6034961785033388,-0.00676889950539463,0.0127917428169184,0.5704020271547975,0.5686812147800764,-0.0017964524791044267,-0.004807874134866275,0.0218,-0.023596452479104427,-0.026607874134866275,0.0030114216557618847,0.0030114216557618847,0.13813860806247177,7.2391058084772375,15,ALL,diagnostic,B,C_high_slip,False,False
