cell,tf,conf,gates,tgt,hrs,net,pos,nblk,n,win,dd,wk,lo,hi,allsym,s_BEAT,s_AKEU,s_BANK,b0,b1,b2,b3
60/15m c=x A25       3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI        1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI        1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI        1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI        1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI        3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI        3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI+A25    1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI+A25    1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI+A25    1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI+A25    1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI+A25    3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x DI+A25    3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST        1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST        1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST        1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST        1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST        3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST        3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+A25    1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+A25    1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+A25    1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+A25    1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+A25    3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+A25    3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI     1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI     1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI     1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI     1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI     3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI     3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI+A25 1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI+A25 1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI+A25 1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI+A25 1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI+A25 3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x ST+DI+A25 3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- none      1R all,60/15,-,none,1.0,all,-1.035283098445087,0,1.0,1,0.0,0.0,0.031980202731642315,-1.035283098445087,-1.035283098445087,False,-1.035283098445087,,,,,,-1.035283098445087
60/15m c=- none      1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- none      1.5R all,60/15,-,none,1.5,all,-1.035283098445087,0,1.0,1,0.0,0.0,0.031980202731642315,-1.035283098445087,-1.035283098445087,False,-1.035283098445087,,,,,,-1.035283098445087
60/15m c=- none      1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- none      3R all,60/15,-,none,3.0,all,-1.035283098445087,0,1.0,1,0.0,0.0,0.031980202731642315,-1.035283098445087,-1.035283098445087,False,-1.035283098445087,,,,,,-1.035283098445087
60/15m c=- none      3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- A25       1R all,60/15,-,A25,1.0,all,-1.035283098445087,0,1.0,1,0.0,0.0,0.031980202731642315,-1.035283098445087,-1.035283098445087,False,-1.035283098445087,,,,,,-1.035283098445087
60/15m c=- A25       1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- A25       1.5R all,60/15,-,A25,1.5,all,-1.035283098445087,0,1.0,1,0.0,0.0,0.031980202731642315,-1.035283098445087,-1.035283098445087,False,-1.035283098445087,,,,,,-1.035283098445087
60/15m c=- A25       1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- A25       3R all,60/15,-,A25,3.0,all,-1.035283098445087,0,1.0,1,0.0,0.0,0.031980202731642315,-1.035283098445087,-1.035283098445087,False,-1.035283098445087,,,,,,-1.035283098445087
60/15m c=- A25       3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI        1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI        1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI        1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI        1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI        3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI        3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI+A25    1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI+A25    1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI+A25    1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI+A25    1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI+A25    3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- DI+A25    3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST        1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST        1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST        1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST        1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST        3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST        3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+A25    1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+A25    1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+A25    1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+A25    1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+A25    3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+A25    3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI     1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI     1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI     1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI     1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI     3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI     3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI+A25 1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI+A25 1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI+A25 1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI+A25 1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI+A25 3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=- ST+DI+A25 3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
