label,trades,family,swing_n,struct_tf,exec_tf,trigger,grid,signals,skipped_stop,skipped_size,effective_n,symbols,win_rate,gross_r,median_r,median_gross_r,fee_r,slip_r,funding_r,cost_r,net_r,gross_total_r,net_total_r,profit_factor,pf_gross,max_dd_r,stop_pct_median,cost_over_gross,pct_long,pct_target,pct_stop,ambiguous_pct,hold_median_min,trades_per_day,p_hit_05r,p_hit_1r,p_hit_2r,conf_delay_bars_median,conf_delay_min_median,signal_lag_min_median,disp_atr_median,break_dist_atr_median,bars_between_swings_median,mfe_r_median,t_gross,t_net,gross_ci_low,gross_ci_high,net_ci_low,net_ci_high
A|N2|5m|oneshot,8166,A,2,5,5,oneshot,primary,13794,379,0,8118.7,4,0.3091,0.0066,-1.2919,-1.0,0.8812,0.2987,0.00174,1.1816,-1.175,54.0,-9595.3,0.274,1.01,9599.1,0.3271,178.691,100.0,33.6,66.4,0.6,30.0,23.14,0.6435,0.4886,0.3354,2.0,10.0,15.0,1.078,-1.045,3.0,0.985,0.419,-13.98,-0.0261,0.036,-1.3532,-1.0173
A|N2|5m|level,9132,A,2,5,5,level,primary,125291,6215,0,8888.0,4,0.2866,-0.0039,-1.2849,-1.0,1.5166,0.5141,0.00312,2.0339,-2.0378,-36.0,-18609.4,0.169,0.994,18613.8,0.3232,,100.0,33.2,66.8,1.9,26.5,25.88,0.6237,0.4829,0.3319,2.0,10.0,25.0,0.995,-1.028,3.0,1.039,-0.263,-17.3,-0.0329,0.0256,-2.2664,-1.8128
A|N2|15m|oneshot,2785,A,2,15,15,oneshot,primary,4692,145,0,1973.5,4,0.3282,0.018,-1.1511,-1.0,0.3671,0.1244,0.00092,0.4925,-0.4745,50.0,-1321.6,0.531,1.027,1329.0,0.5992,27.432,100.0,33.9,66.1,0.2,91.0,7.9,0.6697,0.4995,0.339,2.0,30.0,45.0,0.953,-0.962,3.0,1.007,0.557,-11.677,-0.0338,0.0707,-0.5421,-0.4088
A|N2|15m|level,3366,A,2,15,15,level,primary,41785,2330,0,2978.9,4,0.3191,0.0116,-1.1428,-1.0,0.8072,0.2736,-0.00116,1.0797,-1.0681,39.0,-3595.3,0.326,1.017,3602.3,0.5847,93.187,100.0,33.7,66.3,1.1,80.0,9.54,0.6465,0.4831,0.3366,2.0,30.0,75.0,0.879,-0.943,3.0,1.0,0.443,-7.787,-0.0375,0.0597,-1.3357,-0.8395
A|N2|60m|oneshot,804,A,2,60,60,oneshot,primary,1203,74,0,607.9,4,0.3308,0.0037,-1.0821,-1.0,0.1893,0.0642,0.00419,0.2577,-0.2539,3.0,-204.2,0.702,1.006,210.7,1.1926,69.058,100.0,33.5,66.5,0.2,387.5,2.29,0.6654,0.505,0.3333,2.0,120.0,180.0,0.953,-0.856,3.0,1.036,0.069,-4.431,-0.0858,0.097,-0.3521,-0.1608
A|N2|60m|level,1080,A,2,60,60,level,primary,10249,1051,0,762.6,4,0.3343,0.0361,-1.0775,-1.0,0.3417,0.1158,0.00437,0.4619,-0.4258,39.0,-459.9,0.579,1.055,467.3,1.1701,12.792,100.0,34.5,65.5,0.6,277.0,3.07,0.6481,0.5056,0.3435,2.0,120.0,300.0,0.898,-0.882,3.0,1.06,0.748,-5.267,-0.0444,0.1167,-0.5562,-0.2938
A|N3|5m|oneshot,5771,A,3,5,5,oneshot,primary,9740,290,0,5771.0,4,0.3183,0.009,-1.231,-1.0,0.7515,0.2547,0.00162,1.0079,-0.9989,52.0,-5764.5,0.323,1.014,5763.5,0.3949,111.855,100.0,33.6,66.4,0.4,46.0,16.36,0.6527,0.5011,0.3363,3.0,15.0,20.0,1.288,-1.242,5.0,1.024,0.485,-8.839,-0.0274,0.0459,-1.2427,-0.8029
A|N3|5m|level,7235,A,3,5,5,level,primary,125466,6686,0,6512.5,4,0.2867,-0.0156,-1.2466,-1.0,1.5117,0.5125,0.0019,2.0261,-2.0417,-113.0,-14771.9,0.174,0.977,14774.8,0.3568,,100.0,32.8,67.2,2.3,33.0,20.51,0.6249,0.4814,0.3281,3.0,15.0,35.0,1.135,-1.317,5.0,1.05,-0.868,-14.03,-0.0488,0.0176,-2.3341,-1.7962
A|N3|15m|oneshot,2087,A,3,15,15,oneshot,primary,3393,125,0,1819.6,4,0.3474,0.0637,-1.1262,-1.0,0.4301,0.1458,0.00335,0.5793,-0.5156,133.0,-1076.0,0.532,1.099,1087.8,0.7214,9.09,100.0,35.5,64.5,0.3,130.0,5.92,0.6675,0.5079,0.3536,3.0,45.0,60.0,1.162,-1.138,5.0,1.055,1.808,-5.415,-0.0024,0.1255,-0.6944,-0.3537
A|N3|15m|level,2746,A,3,15,15,level,primary,41368,2876,0,2746.0,4,0.3237,0.0401,-1.1309,-1.0,0.8849,0.3,0.00231,1.1872,-1.1471,110.0,-3150.0,0.315,1.061,3165.0,0.6437,29.636,100.0,34.7,65.3,1.6,92.0,7.79,0.6333,0.4811,0.3456,3.0,45.0,105.0,1.04,-1.215,4.0,1.0,1.449,-9.763,-0.0124,0.0969,-1.3867,-0.9346
A|N3|60m|oneshot,532,A,3,60,60,oneshot,primary,844,80,0,406.6,4,0.344,0.032,-1.0741,-1.0,0.1677,0.0569,0.00595,0.2305,-0.1986,17.0,-105.6,0.76,1.049,110.5,1.3969,7.214,100.0,34.4,65.6,0.4,463.5,1.52,0.6673,0.4925,0.3365,3.0,180.0,270.0,1.18,-1.139,4.0,0.99,0.503,-2.802,-0.0752,0.1447,-0.3207,-0.0766
A|N3|60m|level,849,A,3,60,60,level,primary,9996,1275,0,558.4,4,0.3357,0.0459,-1.0743,-1.0,0.4983,0.1689,0.00495,0.6722,-0.6263,39.0,-531.7,0.488,1.071,533.8,1.2591,14.634,100.0,34.9,65.1,0.6,297.0,2.42,0.6478,0.4829,0.3439,3.0,180.0,420.0,1.132,-1.285,4.0,0.954,0.836,-2.189,-0.0425,0.1343,-1.1616,-0.3012
A|N5|5m|oneshot,3953,A,5,5,5,oneshot,primary,6365,220,0,2962.7,4,0.3289,0.0367,-1.1781,-1.0,0.5015,0.17,0.002,0.6735,-0.6368,145.0,-2517.3,0.449,1.056,2524.8,0.4956,18.361,100.0,34.6,65.4,0.2,64.0,11.21,0.6524,0.4978,0.3456,5.0,25.0,30.0,1.578,-1.581,8.0,1.005,1.35,-11.434,-0.0096,0.0845,-0.7367,-0.5486
A|N5|5m|level,5249,A,5,5,5,level,primary,125854,7196,0,4176.8,4,0.2922,0.0042,-1.1988,-1.0,1.4088,0.4776,0.0025,1.8888,-1.8846,22.0,-9892.5,0.192,1.006,9902.2,0.4213,450.66,100.0,33.5,66.5,2.4,41.0,14.89,0.6165,0.4831,0.3345,5.0,25.0,60.0,1.322,-1.742,7.0,1.068,0.187,-11.73,-0.0341,0.0425,-2.1856,-1.6305
A|N5|15m|oneshot,1338,A,5,15,15,oneshot,primary,2152,109,0,928.7,4,0.3393,0.0291,-1.106,-1.0,0.2599,0.0881,0.00324,0.3512,-0.322,39.0,-430.9,0.646,1.044,438.3,0.8949,12.048,100.0,34.3,65.7,0.2,226.0,3.81,0.657,0.5075,0.3408,5.0,75.0,97.5,1.487,-1.462,8.0,1.055,0.652,-5.729,-0.0426,0.1009,-0.4203,-0.2365
A|N5|15m|level,1947,A,5,15,15,level,primary,40996,3231,0,1947.0,4,0.321,0.0324,-1.1096,-1.0,0.7714,0.2615,0.00338,1.0363,-1.004,63.0,-1954.7,0.349,1.049,1962.9,0.7554,32.027,100.0,34.4,65.6,1.6,128.0,5.53,0.641,0.4972,0.3421,5.0,75.0,180.0,1.29,-1.605,7.0,1.062,0.996,-6.858,-0.0293,0.0955,-1.3224,-0.7455
A|N5|60m|oneshot,350,A,5,60,60,oneshot,primary,531,73,0,269.7,4,0.3429,0.0286,-1.0557,-1.0,0.1318,0.0447,0.00548,0.1819,-0.1533,10.0,-53.7,0.804,1.043,57.7,1.7925,6.366,100.0,34.3,65.7,0.0,727.0,1.0,0.66,0.4857,0.3429,5.0,300.0,360.0,1.463,-1.656,7.0,0.968,0.341,-1.741,-0.1086,0.1743,-0.3016,-0.0036
A|N5|60m|level,670,A,5,60,60,level,primary,10174,1771,0,280.7,4,0.3149,-0.0194,-1.0714,-1.0,0.7849,0.2661,0.00275,1.0537,-1.0731,-13.0,-719.0,0.337,0.971,722.5,1.2055,,100.0,32.7,67.3,0.9,326.0,1.91,0.6373,0.4716,0.3254,5.0,300.0,660.0,1.542,-1.996,7.0,0.957,-0.236,-1.941,-0.1224,0.0836,-1.8885,-0.4946
A|N8|5m|oneshot,2492,A,8,5,5,oneshot,primary,4157,146,0,2492.0,4,0.3395,0.0449,-1.1393,-1.0,0.442,0.1498,0.00113,0.593,-0.5481,112.0,-1365.8,0.507,1.069,1378.1,0.6479,13.195,100.0,34.8,65.2,0.2,99.0,7.07,0.6621,0.498,0.3475,8.0,40.0,55.0,2.003,-2.03,12.0,1.0,1.413,-5.358,-0.0201,0.1064,-0.7776,-0.3826
A|N8|5m|level,3726,A,8,5,5,level,primary,125478,7702,0,3635.1,4,0.2982,0.0064,-1.1682,-1.0,1.4981,0.5078,-0.00042,2.0055,-1.9991,24.0,-7448.6,0.19,1.01,7457.5,0.4758,311.358,100.0,33.5,66.5,2.4,48.0,10.57,0.6157,0.4742,0.3347,8.0,40.0,95.0,1.586,-2.393,11.0,1.032,0.268,-8.435,-0.0395,0.0524,-2.506,-1.5761
A|N8|15m|oneshot,894,A,8,15,15,oneshot,primary,1385,86,0,707.6,4,0.3557,0.0705,-1.0836,-1.0,0.1789,0.0606,0.00469,0.2442,-0.1738,63.0,-155.3,0.784,1.11,160.9,1.0892,3.466,100.0,35.7,64.3,0.2,304.5,2.54,0.7025,0.5213,0.3557,8.0,120.0,135.0,1.861,-1.771,11.0,1.078,1.354,-3.208,-0.0201,0.1611,-0.2662,-0.0796
A|N8|15m|level,1577,A,8,15,15,level,primary,40503,3940,0,1516.2,4,0.3088,0.0063,-1.1101,-1.0,0.8947,0.3033,0.00445,1.2025,-1.1961,10.0,-1886.3,0.298,1.01,1893.7,0.7204,189.627,100.0,33.5,66.5,2.2,107.0,4.48,0.6367,0.4902,0.3348,8.0,120.0,270.0,1.697,-2.264,11.0,1.061,0.176,-7.902,-0.0621,0.0767,-1.5095,-0.9186
A|N8|60m|oneshot,229,A,8,60,60,oneshot,primary,337,70,0,205.7,4,0.3275,-0.0175,-1.0612,-1.0,0.1508,0.0511,0.00154,0.2034,-0.2209,-4.0,-50.6,0.733,0.974,53.8,1.7367,,100.0,32.8,67.2,0.0,890.0,0.66,0.6507,0.5109,0.3275,8.0,480.0,540.0,1.848,-2.266,12.0,1.042,-0.232,-2.498,-0.1485,0.1266,-0.3904,-0.0595
A|N8|60m|level,526,A,8,60,60,level,primary,10075,2331,0,526.0,4,0.3346,0.0323,-1.0661,-1.0,0.521,0.1766,0.0078,0.7054,-0.673,17.0,-354.0,0.459,1.049,356.8,1.1805,21.825,100.0,34.4,65.6,0.8,321.0,1.51,0.654,0.5171,0.3441,8.0,480.0,1020.0,1.645,-2.749,12.0,1.106,0.569,-4.713,-0.0817,0.1464,-0.9712,-0.4124
B|N2|5m|oneshot,8501,B,2,5,5,oneshot,primary,13574,430,0,7368.1,4,0.3173,0.0428,-1.281,-1.0,0.8811,0.2987,-0.00191,1.1779,-1.1351,364.0,-9649.4,0.286,1.066,9648.6,0.3197,27.509,0.0,34.8,65.2,0.4,28.0,24.09,0.6546,0.5064,0.3476,2.0,10.0,15.0,1.108,-1.098,3.0,1.059,2.537,-13.498,0.0114,0.0735,-1.2971,-0.9943
B|N2|5m|level,9524,B,2,5,5,level,primary,124284,6620,0,9524.0,4,0.2942,0.0193,-1.283,-1.0,1.604,0.5437,-0.00205,2.1457,-2.1264,184.0,-20252.0,0.166,1.029,20250.6,0.3076,111.065,0.0,34.0,66.0,1.5,25.0,26.99,0.6374,0.4921,0.3398,2.0,10.0,25.0,1.034,-1.075,3.0,1.064,1.34,-15.232,-0.0078,0.048,-2.412,-1.8628
B|N2|15m|oneshot,2917,B,2,15,15,oneshot,primary,4631,147,0,2543.4,4,0.3384,0.0531,-1.1574,-1.0,0.4508,0.1528,-0.00305,0.6006,-0.5474,155.0,-1596.9,0.502,1.082,1598.6,0.5579,11.302,0.0,35.1,64.9,0.3,80.0,8.27,0.6781,0.5153,0.351,2.0,30.0,45.0,1.067,-1.094,3.0,1.089,1.982,-9.216,0.0048,0.1025,-0.6581,-0.4422
B|N2|15m|level,3573,B,2,15,15,level,primary,40461,2594,0,3573.0,4,0.3151,0.0235,-1.1561,-1.0,0.9122,0.3092,-0.00246,1.2189,-1.1954,84.0,-4271.2,0.297,1.036,4276.9,0.5303,51.847,0.0,34.1,65.9,1.1,72.0,10.13,0.6588,0.5055,0.3412,2.0,30.0,75.0,0.975,-1.077,3.0,1.087,1.02,-9.504,-0.0202,0.0688,-1.4634,-0.9738
B|N2|60m|oneshot,812,B,2,60,60,oneshot,primary,1195,90,0,580.6,4,0.3547,0.0788,-1.0762,-1.0,0.2278,0.0772,-0.00106,0.304,-0.2251,64.0,-182.8,0.737,1.123,187.2,1.0465,3.856,0.0,36.0,64.0,0.0,284.5,2.31,0.6835,0.5234,0.3596,2.0,120.0,180.0,1.129,-1.084,3.0,1.11,1.317,-3.162,-0.0172,0.1823,-0.3474,-0.1126
B|N2|60m|level,1214,B,2,60,60,level,primary,10049,1278,0,1214.0,4,0.341,0.0577,-1.0741,-1.0,0.8156,0.2765,-0.00936,1.0827,-1.025,70.0,-1244.3,0.369,1.089,1245.0,0.9846,18.776,0.0,35.3,64.7,0.6,220.0,3.46,0.6722,0.5198,0.3526,2.0,120.0,300.0,1.086,-1.161,3.0,1.115,1.471,-2.793,-0.0189,0.1343,-1.8534,-0.423
B|N3|5m|oneshot,5849,B,3,5,5,oneshot,primary,9692,302,0,5849.0,4,0.3223,0.0304,-1.2407,-1.0,0.8081,0.2739,-0.0019,1.0802,-1.0497,178.0,-6139.9,0.315,1.046,6140.2,0.3771,35.494,0.0,34.3,65.7,0.3,40.0,16.57,0.6582,0.5006,0.3435,3.0,15.0,20.0,1.352,-1.32,5.0,1.022,1.662,-9.757,-0.0075,0.0653,-1.2816,-0.8601
B|N3|5m|level,7136,B,3,5,5,level,primary,121659,6368,0,7136.0,4,0.2898,0.0165,-1.2571,-1.0,1.6677,0.5653,-0.00188,2.2312,-2.2147,118.0,-15803.9,0.163,1.025,15804.2,0.338,134.931,0.0,33.9,66.1,1.9,31.0,20.22,0.6382,0.4917,0.3388,3.0,15.0,40.0,1.228,-1.383,5.0,1.083,0.976,-13.126,-0.0175,0.0493,-2.555,-1.9104
B|N3|15m|oneshot,2091,B,3,15,15,oneshot,primary,3321,137,0,1700.7,4,0.3443,0.0732,-1.1258,-1.0,0.4768,0.1616,-0.0031,0.6354,-0.5622,153.0,-1175.5,0.507,1.114,1181.7,0.6719,8.683,0.0,35.8,64.2,0.1,113.0,5.93,0.6815,0.527,0.3577,3.0,45.0,60.0,1.29,-1.342,5.0,1.14,2.288,-6.683,0.0172,0.1291,-0.7307,-0.4251
B|N3|15m|level,2762,B,3,15,15,level,primary,39897,2753,0,2762.0,4,0.3161,0.0362,-1.1348,-1.0,1.1645,0.3948,-0.00243,1.5569,-1.5207,100.0,-4200.0,0.252,1.055,4209.7,0.5715,43.0,0.0,34.5,65.5,1.2,84.5,7.83,0.6499,0.5058,0.3454,3.0,45.0,105.0,1.192,-1.379,4.5,1.1,1.396,-6.789,-0.0159,0.0862,-2.0309,-1.1282
B|N3|60m|oneshot,624,B,3,60,60,oneshot,primary,884,85,0,624.0,4,0.3333,0.0048,-1.0663,-1.0,0.5642,0.1912,-0.0036,0.7518,-0.747,3.0,-466.1,0.446,1.007,470.8,1.2027,156.371,0.0,33.5,66.5,0.2,392.5,1.78,0.6651,0.4856,0.3349,3.0,180.0,240.0,1.175,-1.299,5.0,0.942,0.086,-1.386,-0.1058,0.1154,-1.8969,-0.1146
B|N3|60m|level,962,B,3,60,60,level,primary,10146,1443,0,962.0,4,0.3264,0.0073,-1.065,-1.0,0.8087,0.2741,-0.00459,1.0782,-1.071,7.0,-1030.3,0.351,1.011,1033.4,1.0995,148.182,0.0,33.6,66.4,0.6,261.0,2.75,0.6601,0.4896,0.3358,3.0,180.0,420.0,1.202,-1.421,4.0,0.983,0.156,-2.868,-0.0832,0.1008,-1.908,-0.5062
B|N5|5m|oneshot,3999,B,5,5,5,oneshot,primary,6320,212,0,2563.1,4,0.3291,0.045,-1.1992,-1.0,0.507,0.1719,-0.00197,0.6769,-0.6318,180.0,-2526.7,0.451,1.069,2529.5,0.4653,15.037,0.0,34.8,65.2,0.2,59.0,11.33,0.6644,0.5206,0.3483,5.0,25.0,30.0,1.685,-1.756,8.0,1.083,1.579,-11.447,0.0,0.0885,-0.7219,-0.5471
B|N5|5m|level,5413,B,5,5,5,level,primary,120854,7500,0,5413.0,4,0.2839,-0.0024,-1.2357,-1.0,1.5867,0.5378,-0.00172,2.1228,-2.1252,-13.0,-11503.6,0.169,0.996,11506.4,0.3648,,0.0,33.3,66.7,2.1,35.0,15.34,0.6314,0.4916,0.3325,5.0,25.0,60.0,1.523,-1.945,7.0,1.088,-0.124,-13.987,-0.0384,0.0364,-2.4339,-1.8469
B|N5|15m|oneshot,1433,B,5,15,15,oneshot,primary,2076,111,0,1105.9,4,0.3461,0.0656,-1.104,-1.0,0.287,0.0973,-0.00087,0.3834,-0.3178,94.0,-455.4,0.651,1.102,455.8,0.7996,5.845,0.0,35.5,64.5,0.2,187.0,4.07,0.695,0.5164,0.3552,5.0,75.0,90.0,1.615,-1.693,8.0,1.124,1.648,-6.547,-0.0014,0.1326,-0.4026,-0.2363
B|N5|15m|level,2106,B,5,15,15,level,primary,39500,3403,0,1605.1,4,0.3186,0.0484,-1.1183,-1.0,1.0584,0.3588,-0.00197,1.4152,-1.3668,102.0,-2878.5,0.277,1.074,2890.8,0.6377,29.22,0.0,34.9,65.1,1.5,101.5,5.97,0.6543,0.5038,0.349,5.0,75.0,165.0,1.478,-1.9,7.0,1.117,1.408,-6.02,-0.01,0.1097,-1.8014,-1.0248
B|N5|60m|oneshot,354,B,5,60,60,oneshot,primary,508,71,0,320.0,4,0.3701,0.1186,-1.0484,-1.0,0.1524,0.0517,-0.00572,0.1984,-0.0797,42.0,-28.2,0.896,1.189,47.4,1.5153,1.672,0.0,37.3,62.7,0.0,559.5,1.01,0.6723,0.5311,0.3701,5.0,300.0,360.0,1.432,-1.641,7.0,1.133,1.579,-0.913,-0.0254,0.2542,-0.2423,0.0817
B|N5|60m|level,674,B,5,60,60,level,primary,10201,1743,0,674.0,4,0.3516,0.1039,-1.0517,-1.0,1.2765,0.4327,-0.00433,1.7049,-1.601,70.0,-1079.1,0.28,1.164,1081.8,1.2275,16.416,0.0,36.8,63.2,0.6,292.0,1.93,0.6632,0.5237,0.365,5.0,300.0,660.0,1.461,-1.901,6.0,1.148,1.826,-1.86,-0.0074,0.2152,-3.6176,-0.4031
B|N8|5m|oneshot,2554,B,8,5,5,oneshot,primary,4051,157,0,2554.0,4,0.3512,0.0924,-1.1377,-1.0,0.4772,0.1618,-0.00244,0.6365,-0.5441,236.0,-1389.7,0.513,1.145,1391.7,0.5827,6.888,0.0,36.4,63.6,0.1,92.0,7.24,0.686,0.5298,0.3641,8.0,40.0,45.0,2.243,-2.25,12.0,1.153,3.327,-4.044,0.0372,0.1488,-0.8588,-0.3667
B|N8|5m|level,4041,B,8,5,5,level,primary,120720,8506,0,4041.0,4,0.29,0.0275,-1.1904,-1.0,2.0188,0.6843,-0.00159,2.7016,-2.6741,111.0,-10806.1,0.141,1.042,10807.6,0.3887,98.352,0.0,34.2,65.8,2.4,40.0,11.45,0.6385,0.4999,0.3425,8.0,40.0,90.0,1.891,-2.593,11.0,1.146,1.256,-9.951,-0.0156,0.0713,-3.2287,-2.1872
B|N8|15m|oneshot,952,B,8,15,15,oneshot,primary,1383,93,0,735.5,4,0.3477,0.0683,-1.0835,-1.0,0.2311,0.0783,-0.00173,0.3077,-0.2395,65.0,-228.0,0.721,1.106,243.5,0.9845,4.507,0.0,35.6,64.4,0.1,253.5,2.7,0.6964,0.5231,0.355,8.0,120.0,135.0,2.003,-2.149,12.0,1.115,1.35,-3.931,-0.02,0.1565,-0.3415,-0.1339
B|N8|15m|level,1845,B,8,15,15,level,primary,40476,4965,0,1845.0,4,0.3003,0.0325,-1.1298,-1.0,1.1445,0.388,-0.0028,1.5297,-1.4971,60.0,-2762.2,0.248,1.05,2764.2,0.5904,47.037,0.0,34.4,65.6,1.1,85.0,5.24,0.6612,0.4986,0.3436,8.0,120.0,270.0,1.72,-2.616,11.0,1.079,0.979,-6.672,-0.0325,0.0992,-1.9646,-1.1104
B|N8|60m|oneshot,211,B,8,60,60,oneshot,primary,314,65,0,169.7,4,0.3886,0.1659,-1.0342,-1.0,0.1179,0.04,-0.00896,0.1489,0.0169,35.0,3.6,1.024,1.271,13.7,1.7311,0.898,0.0,38.9,61.1,0.0,918.0,0.61,0.6872,0.545,0.3744,8.0,480.0,540.0,1.842,-2.373,11.0,1.27,1.629,0.166,-0.0047,0.3365,-0.1551,0.2021
B|N8|60m|level,494,B,8,60,60,level,primary,9751,2200,0,447.3,4,0.336,0.0263,-1.0504,-1.0,0.685,0.2322,-0.01055,0.9067,-0.8804,13.0,-434.9,0.398,1.04,445.2,1.2152,34.455,0.0,34.2,65.8,1.6,438.0,1.42,0.6599,0.5061,0.336,8.0,480.0,1020.0,1.914,-2.995,11.0,1.098,0.375,-4.245,-0.1073,0.1538,-1.2983,-0.5288
C|N2|5m|oneshot,7062,C,2,5,5,oneshot,primary,28300,34,0,4507.8,4,0.3305,-0.0042,-1.1727,-1.0,0.2572,0.0872,0.00025,0.3447,-0.3489,-30.0,-2464.1,0.613,0.994,2471.6,0.5907,,49.7,33.2,66.8,0.0,82.0,20.01,0.6671,0.4999,0.3318,2.0,10.0,20.0,0.98,0.42,3.0,1.003,-0.194,-14.432,-0.0391,0.0306,-0.3855,-0.3108
C|N2|5m|level,5467,C,2,5,5,level,primary,89820,144,0,3489.7,4,0.3378,0.0157,-1.1293,-1.0,0.2095,0.071,0.00015,0.2807,-0.265,86.0,-1448.5,0.688,1.024,1456.8,0.7354,17.843,49.7,33.9,66.1,0.0,108.0,15.5,0.6718,0.5027,0.3384,2.0,10.0,25.0,0.868,0.794,3.0,1.008,0.644,-9.881,-0.0216,0.0558,-0.3059,-0.2247
C|N2|15m|oneshot,2580,C,2,15,15,oneshot,primary,9136,50,0,1922.1,4,0.3399,0.0198,-1.0933,-1.0,0.1332,0.0452,0.00025,0.1786,-0.1588,51.0,-409.8,0.796,1.03,429.6,1.1149,9.035,49.7,34.0,66.0,0.0,246.0,7.31,0.6686,0.4957,0.3395,2.0,30.0,60.0,0.886,0.385,3.0,0.99,0.669,-5.015,-0.0291,0.0698,-0.2138,-0.1064
C|N2|15m|level,2150,C,2,15,15,level,primary,27565,279,0,1574.8,4,0.3409,0.0228,-1.0752,-1.0,0.1118,0.0379,0.00084,0.1505,-0.1277,49.0,-274.7,0.832,1.035,301.4,1.3526,6.605,49.5,34.1,65.9,0.0,328.5,6.1,0.6688,0.5014,0.34,2.0,30.0,75.0,0.773,0.678,3.0,1.015,0.651,-3.605,-0.0358,0.08,-0.1863,-0.0687
C|N2|60m|oneshot,815,C,2,60,60,oneshot,primary,2295,120,0,629.1,4,0.3571,0.0712,-1.0497,-1.0,0.0677,0.023,0.00112,0.0918,-0.0207,58.0,-16.8,0.971,1.111,56.8,2.1188,1.29,50.9,35.7,64.3,0.0,908.0,2.32,0.6589,0.4994,0.3546,2.0,120.0,240.0,0.854,0.405,3.0,0.987,1.222,-0.35,-0.0245,0.1706,-0.1209,0.0855
C|N2|60m|level,798,C,2,60,60,level,primary,6687,479,0,607.8,4,0.3584,0.0752,-1.045,-1.0,0.0613,0.0208,0.00019,0.0823,-0.0071,60.0,-5.6,0.99,1.117,48.2,2.342,1.094,52.3,35.8,64.2,0.0,944.5,2.27,0.6667,0.4962,0.3559,2.0,120.0,240.0,0.777,0.56,3.0,0.968,1.269,-0.124,-0.0301,0.1767,-0.107,0.0914
C|N3|5m|oneshot,5389,C,3,5,5,oneshot,primary,22485,43,0,3658.2,4,0.3427,0.0304,-1.1439,-1.0,0.2173,0.0737,0.00027,0.2912,-0.2608,164.0,-1405.3,0.694,1.046,1408.9,0.6935,9.569,50.3,34.3,65.7,0.0,112.0,15.27,0.6664,0.5057,0.3433,3.0,15.0,30.0,1.153,0.417,4.0,1.022,1.274,-10.141,-0.008,0.0672,-0.3004,-0.2181
C|N3|5m|level,3945,C,3,5,5,level,primary,89777,217,0,2354.3,4,0.3546,0.0669,-1.1023,-1.0,0.1823,0.0618,0.0005,0.2446,-0.1777,264.0,-700.9,0.779,1.104,713.5,0.8778,3.655,49.9,35.6,64.4,0.0,161.0,11.18,0.6616,0.5062,0.3554,3.0,15.0,35.0,0.985,0.919,4.0,1.02,2.249,-5.306,0.0221,0.1141,-0.2284,-0.1263
C|N3|15m|oneshot,1971,C,3,15,15,oneshot,primary,7374,70,0,1515.5,4,0.3496,0.0487,-1.0775,-1.0,0.1153,0.0391,0.00081,0.1552,-0.1065,96.0,-210.0,0.858,1.075,247.2,1.3249,3.187,51.5,35.0,65.0,0.0,366.0,5.59,0.6854,0.5271,0.3496,3.0,45.0,90.0,1.052,0.381,4.0,1.125,1.332,-2.84,-0.0152,0.1126,-0.1679,-0.04
C|N3|15m|level,1711,C,3,15,15,level,primary,27401,380,0,1224.0,4,0.3518,0.0555,-1.0634,-1.0,0.0988,0.0335,0.00107,0.1334,-0.0779,95.0,-133.3,0.894,1.086,149.3,1.5498,2.403,52.0,35.2,64.8,0.0,450.0,4.85,0.6745,0.5225,0.3507,3.0,45.0,105.0,0.931,0.714,4.0,1.11,1.39,-1.976,-0.0129,0.1222,-0.1405,-0.0116
C|N3|60m|oneshot,615,C,3,60,60,oneshot,primary,1822,151,0,444.3,4,0.3382,0.0146,-1.048,-1.0,0.0575,0.0195,0.00265,0.0797,-0.0651,9.0,-40.0,0.909,1.022,62.8,2.5192,5.445,50.2,33.8,66.2,0.0,1113.0,1.75,0.6699,0.5041,0.335,3.0,180.0,360.0,0.935,0.39,3.0,1.012,0.217,-0.949,-0.1024,0.122,-0.1773,0.0515
C|N3|60m|level,577,C,3,60,60,level,primary,6900,770,0,405.3,4,0.3484,0.0451,-1.0401,-1.0,0.05,0.0169,0.00168,0.0686,-0.0235,26.0,-13.6,0.966,1.069,51.4,2.796,1.522,52.2,34.8,65.2,0.0,1352.0,1.64,0.6846,0.5165,0.3414,3.0,180.0,360.0,0.819,0.528,3.0,1.068,0.697,-0.362,-0.0589,0.1542,-0.1329,0.0812
C|N5|5m|oneshot,3754,C,5,5,5,oneshot,primary,17083,61,0,2911.9,4,0.3394,0.0189,-1.1131,-1.0,0.1679,0.0569,0.00064,0.2254,-0.2065,71.0,-775.1,0.745,1.029,789.1,0.8768,11.917,50.2,34.0,66.0,0.0,167.0,10.64,0.6673,0.4997,0.3396,5.0,25.0,45.0,1.483,0.456,6.0,0.998,0.754,-7.679,-0.0251,0.0621,-0.2531,-0.1604
C|N5|5m|level,2740,C,5,5,5,level,primary,88677,480,0,1867.6,4,0.3635,0.0916,-1.078,-1.0,0.136,0.0461,0.00098,0.183,-0.0914,251.0,-250.5,0.879,1.144,287.9,1.1472,1.998,50.7,36.4,63.6,0.0,245.0,7.77,0.6814,0.5197,0.3639,5.0,25.0,55.0,1.222,0.953,6.0,1.077,2.837,-2.692,0.0401,0.1442,-0.1463,-0.0351
