label,trades,symbol,family,swing_n,struct_tf,exec_tf,trigger,grid,candidate,split,effective_n,symbols,win_rate,gross_r,median_r,median_gross_r,fee_r,slip_r,funding_r,cost_r,net_r,gross_total_r,net_total_r,profit_factor,pf_gross,max_dd_r,stop_pct_median,cost_over_gross,pct_long,pct_target,pct_stop,ambiguous_pct,hold_median_min,trades_per_day,p_hit_05r,p_hit_1r,p_hit_2r,conf_delay_bars_median,conf_delay_min_median,signal_lag_min_median,disp_atr_median,break_dist_atr_median,bars_between_swings_median,mfe_r_median,t_gross,t_net,gross_ci_low,gross_ci_high,net_ci_low,net_ci_high
D|N8|5m|level|SOLUSD,720,SOLUSD,D,8,5,5,level,primary,D|N8|5m|level,train,720.0,1,0.3389,0.05,-1.0666,-1.0,0.8233,0.2791,0.00062,1.103,-1.053,36.0,-758.2,0.358,1.077,767.9,1.3403,22.061,50.8,35.0,65.0,2.1,161.5,2.04,0.675,0.5139,0.3486,8.0,40.0,90.0,1.577,-0.62,12.0,1.17,0.939,-3.159,-0.05,0.15,-1.7895,-0.4754
D|N8|5m|level|XRPUSD,623,XRPUSD,D,8,5,5,level,primary,D|N8|5m|level,train,623.0,1,0.3274,0.0401,-1.072,-1.0,0.5089,0.1725,0.00331,0.6847,-0.6445,25.0,-401.5,0.461,1.061,415.3,1.1605,17.062,52.8,34.7,65.3,1.6,137.0,1.78,0.6565,0.5233,0.3467,8.0,40.0,95.0,1.549,-0.89,13.0,1.138,0.716,-5.489,-0.0706,0.1462,-0.8883,-0.4216
D|N8|15m|oneshot|BTCUSD,180,BTCUSD,D,8,15,15,oneshot,primary,D|N8|15m|oneshot,train,179.7,1,0.4167,0.25,-1.0599,-1.0,0.112,0.038,0.00463,0.1546,0.0954,45.0,17.2,1.143,1.429,12.9,1.2173,0.618,57.2,41.7,58.3,0.0,988.0,0.52,0.7278,0.5556,0.4167,8.0,120.0,202.5,1.315,0.686,9.0,1.237,2.465,0.943,0.05,0.45,-0.108,0.2847
D|N8|15m|oneshot|ETHUSD,201,ETHUSD,D,8,15,15,oneshot,primary,D|N8|15m|oneshot,train,197.9,1,0.3383,0.0149,-1.0539,-1.0,0.074,0.0251,-0.00397,0.0951,-0.0802,3.0,-16.1,0.89,1.023,35.6,1.746,6.371,50.7,33.8,66.2,0.0,677.0,0.57,0.6965,0.5323,0.3333,8.0,120.0,195.0,1.15,0.633,9.0,1.129,0.146,-0.779,-0.1791,0.2239,-0.2699,0.1261
D|N8|15m|oneshot|SOLUSD,203,SOLUSD,D,8,15,15,oneshot,primary,D|N8|15m|oneshot,train,197.3,1,0.3892,0.1675,-1.0454,-1.0,0.0603,0.0204,0.00034,0.081,0.0864,34.0,17.5,1.131,1.274,12.0,2.1517,0.484,48.3,38.9,61.1,0.0,668.0,0.58,0.6749,0.5567,0.3892,8.0,120.0,180.0,1.474,0.67,10.0,1.264,1.908,0.97,-0.0099,0.33,-0.0872,0.2519
D|N8|15m|oneshot|XRPUSD,182,XRPUSD,D,8,15,15,oneshot,primary,D|N8|15m|oneshot,train,175.4,1,0.3571,0.0714,-1.0451,-1.0,0.0658,0.0223,0.00153,0.0896,-0.0182,13.0,-3.3,0.974,1.111,13.3,2.1794,1.254,53.3,35.7,64.3,0.0,828.5,0.52,0.6868,0.5275,0.3571,8.0,120.0,165.0,1.293,0.635,9.0,1.133,0.855,-0.216,-0.0934,0.2198,-0.1797,0.1425
D|N8|15m|level|BTCUSD,303,BTCUSD,D,8,15,15,level,primary,D|N8|15m|level,train,303.0,1,0.2937,-0.0198,-1.0985,-1.0,0.8766,0.2972,-0.00147,1.1723,-1.1921,-6.0,-361.2,0.301,0.971,367.3,0.9067,,52.1,32.7,67.3,1.0,302.0,0.87,0.6139,0.4818,0.3234,8.0,120.0,285.0,2.002,-1.755,14.0,0.935,-0.267,-4.093,-0.1683,0.1191,-1.8209,-0.6727
D|N8|15m|level|ETHUSD,473,ETHUSD,D,8,15,15,level,primary,D|N8|15m|level,train,473.0,1,0.3129,0.0529,-1.0682,-1.0,0.7111,0.2411,-0.00037,0.9518,-0.8989,25.0,-425.2,0.381,1.081,437.2,1.0642,18.008,49.7,35.1,64.9,2.1,152.0,1.35,0.6448,0.4926,0.3488,8.0,120.0,270.0,1.497,-2.23,13.0,1.145,0.773,-4.526,-0.0803,0.1797,-1.3066,-0.5209
D|N8|15m|level|SOLUSD,451,SOLUSD,D,8,15,15,level,primary,D|N8|15m|level,train,451.0,1,0.3725,0.1641,-1.0421,-1.0,0.4848,0.1644,0.00065,0.6498,-0.4858,74.0,-219.1,0.571,1.268,240.2,1.6025,3.96,54.8,38.8,61.2,0.9,224.0,1.29,0.6874,0.5499,0.388,8.0,120.0,255.0,1.791,-2.451,12.0,1.314,2.482,-3.115,0.0377,0.2971,-0.8176,-0.2072
D|N8|15m|level|XRPUSD,425,XRPUSD,D,8,15,15,level,primary,D|N8|15m|level,train,425.0,1,0.2941,-0.0471,-1.0625,-1.0,0.5759,0.1952,0.00056,0.7717,-0.8188,-20.0,-348.0,0.391,0.931,353.6,1.3989,,54.4,31.8,68.2,0.9,172.0,1.22,0.6353,0.4588,0.3176,8.0,120.0,255.0,1.702,-2.915,13.0,0.92,-0.651,-4.798,-0.1882,0.0941,-1.1822,-0.5044
D|N8|60m|oneshot|BTCUSD,55,BTCUSD,D,8,60,60,oneshot,primary,D|N8|60m|oneshot,train,53.0,1,0.4364,0.3091,-1.0137,-1.0,0.064,0.0217,-0.0099,0.0758,0.2333,17.0,12.8,1.386,1.548,6.9,2.3153,0.245,50.9,43.6,56.4,0.0,1724.0,0.17,0.7455,0.6182,0.4364,8.0,480.0,960.0,0.744,0.762,10.0,1.664,1.543,1.151,-0.0727,0.6909,-0.155,0.6324
D|N8|60m|oneshot|ETHUSD,48,ETHUSD,D,8,60,60,oneshot,primary,D|N8|60m|oneshot,train,48.0,1,0.3958,0.1875,-1.0369,-1.0,0.04,0.0136,0.00306,0.0566,0.1309,9.0,6.3,1.205,1.31,9.9,3.0814,0.302,60.4,39.6,60.4,0.0,2365.0,0.14,0.6875,0.5833,0.3958,8.0,480.0,840.0,0.985,0.545,9.0,1.346,0.902,0.63,-0.1875,0.625,-0.3028,0.5094
D|N8|60m|oneshot|SOLUSD,37,SOLUSD,D,8,60,60,oneshot,primary,D|N8|60m|oneshot,train,36.0,1,0.4595,0.3784,-1.0154,-1.0,0.0363,0.0123,0.00174,0.0504,0.328,14.0,12.1,1.579,1.7,5.5,3.506,0.133,51.4,45.9,54.1,0.0,1954.0,0.11,0.8108,0.5676,0.4595,8.0,480.0,720.0,1.396,0.402,8.0,1.512,1.715,1.501,-0.1081,0.7838,-0.0845,0.7357
D|N8|60m|oneshot|XRPUSD,48,XRPUSD,D,8,60,60,oneshot,primary,D|N8|60m|oneshot,train,48.0,1,0.6042,0.8125,1.8918,2.0,0.041,0.0139,0.01533,0.0703,0.7422,39.0,35.6,2.772,3.053,3.2,3.145,0.086,50.0,60.4,39.6,0.0,1763.0,0.14,0.75,0.625,0.6042,8.0,480.0,780.0,0.945,0.421,9.5,2.007,4.462,4.196,0.4375,1.1875,0.429,1.112
D|N8|60m|level|BTCUSD,123,BTCUSD,D,8,60,60,level,primary,D|N8|60m|level,train,123.0,1,0.3577,0.0732,-1.0463,-1.0,0.587,0.199,-0.00264,0.7833,-0.7101,9.0,-87.3,0.461,1.114,86.3,1.7523,10.705,53.7,35.8,64.2,0.8,876.0,0.36,0.6667,0.5447,0.3415,8.0,480.0,960.0,1.483,-2.868,10.0,1.235,0.544,-1.89,-0.1951,0.3415,-1.5394,-0.0778
D|N8|60m|level|ETHUSD,201,ETHUSD,D,8,60,60,level,primary,D|N8|60m|level,train,201.0,1,0.3035,-0.0597,-1.0471,-1.0,0.3916,0.1327,0.00208,0.5264,-0.5861,-12.0,-117.8,0.481,0.913,132.9,1.7534,,63.7,31.3,68.7,1.5,374.0,0.59,0.6866,0.4925,0.3134,8.0,480.0,960.0,1.506,-3.645,11.0,1.036,-0.645,-2.788,-0.2388,0.1194,-1.0421,-0.2347
D|N8|60m|level|SOLUSD,272,SOLUSD,D,8,60,60,level,primary,D|N8|60m|level,train,272.0,1,0.3088,-0.0404,-1.0492,-1.0,0.5385,0.1825,0.00599,0.727,-0.7674,-11.0,-208.7,0.416,0.941,222.6,1.5382,,60.7,32.0,68.0,1.5,291.5,0.78,0.636,0.489,0.3199,8.0,480.0,960.0,1.558,-3.864,13.0,1.031,-0.517,-3.31,-0.1838,0.114,-1.2716,-0.3746
D|N8|60m|level|XRPUSD,223,XRPUSD,D,8,60,60,level,primary,D|N8|60m|level,train,162.8,1,0.3722,0.1166,-1.0444,-1.0,0.5079,0.1722,-0.00646,0.6736,-0.557,26.0,-124.2,0.547,1.186,129.2,2.0433,5.777,56.5,37.2,62.8,1.3,406.0,0.65,0.6502,0.5067,0.3677,8.0,480.0,1020.0,2.044,-2.859,11.0,1.24,1.026,-1.788,-0.0717,0.3049,-1.1324,-0.083
A|N2|5m->15m|oneshot|BTCUSD,1788,BTCUSD,A,2,5,15,oneshot,mtf,A|N2|5m->15m|oneshot,train,1788.0,1,0.2864,-0.0017,-1.4565,-1.0,1.7855,0.6053,0.00479,2.3955,-2.3972,-3.0,-4286.2,0.133,0.997,4283.5,0.228,,100.0,33.3,66.7,0.8,37.0,5.07,0.6437,0.4905,0.3328,2.0,10.0,25.0,1.162,-1.042,3.0,1.021,-0.051,-6.674,-0.0671,0.0638,-3.1709,-1.7484
A|N2|5m->15m|oneshot|ETHUSD,1940,ETHUSD,A,2,5,15,oneshot,mtf,A|N2|5m->15m|oneshot,train,1881.8,1,0.3227,0.0469,-1.2582,-1.0,0.8199,0.2779,0.00312,1.101,-1.0541,91.0,-2044.9,0.314,1.072,2051.9,0.3663,23.471,100.0,34.9,65.1,0.8,36.0,5.5,0.6526,0.5119,0.349,2.0,10.0,25.0,1.019,-1.036,3.0,1.106,1.445,-7.865,-0.0134,0.1119,-1.334,-0.8284
A|N2|5m->15m|oneshot|SOLUSD,1974,SOLUSD,A,2,5,15,oneshot,mtf,A|N2|5m->15m|oneshot,train,1974.0,1,0.3202,-0.0046,-1.2152,-1.0,0.587,0.199,0.00184,0.7878,-0.7923,-9.0,-1564.1,0.383,0.993,1562.6,0.4368,,100.0,33.2,66.8,0.7,33.0,5.6,0.6358,0.4868,0.3318,2.0,10.0,25.0,1.083,-0.988,3.0,0.991,-0.145,-12.979,-0.0653,0.0593,-0.9157,-0.6844
A|N2|5m->15m|oneshot|XRPUSD,1855,XRPUSD,A,2,5,15,oneshot,mtf,A|N2|5m->15m|oneshot,train,1855.0,1,0.3057,-0.0264,-1.2417,-1.0,0.684,0.2319,-0.00069,0.9151,-0.9416,-49.0,-1746.6,0.332,0.961,1754.2,0.4061,,100.0,32.5,67.5,1.1,33.0,5.26,0.6334,0.4701,0.3245,2.0,10.0,25.0,1.06,-1.014,3.0,0.934,-0.774,-11.732,-0.0943,0.0399,-1.1072,-0.7935
A|N2|5m->15m|level|BTCUSD,2003,BTCUSD,A,2,5,15,level,mtf,A|N2|5m->15m|level,train,2003.0,1,0.2691,-0.013,-1.4556,-1.0,2.1921,0.7431,0.00622,2.9414,-2.9543,-26.0,-5917.5,0.106,0.981,5918.2,0.2228,,100.0,32.9,67.1,1.1,33.0,5.68,0.6221,0.4828,0.329,2.0,10.0,30.0,1.118,-1.061,3.0,1.006,-0.425,-7.904,-0.0699,0.0469,-3.7395,-2.2738
A|N2|5m->15m|level|ETHUSD,2078,ETHUSD,A,2,5,15,level,mtf,A|N2|5m->15m|level,train,2078.0,1,0.3037,0.0077,-1.2608,-1.0,1.0534,0.3571,0.00587,1.4164,-1.4087,16.0,-2927.3,0.244,1.012,2925.9,0.3567,183.958,100.0,33.6,66.4,1.5,33.0,5.89,0.654,0.5058,0.3354,2.0,10.0,30.0,0.965,-1.053,3.0,1.098,0.237,-9.776,-0.0559,0.0713,-1.701,-1.1326
A|N2|5m->15m|level|SOLUSD,2230,SOLUSD,A,2,5,15,level,mtf,A|N2|5m->15m|level,train,2230.0,1,0.3121,-0.0018,-1.2166,-1.0,0.8171,0.277,0.00196,1.0961,-1.0979,-4.0,-2448.3,0.303,0.997,2446.8,0.4221,,100.0,33.3,66.7,1.1,30.0,6.32,0.6193,0.483,0.3327,2.0,10.0,30.0,1.015,-1.009,3.0,1.0,-0.06,-7.994,-0.061,0.0561,-1.3995,-0.8682
A|N2|5m->15m|level|XRPUSD,2098,XRPUSD,A,2,5,15,level,mtf,A|N2|5m->15m|level,train,2098.0,1,0.3046,-0.0176,-1.2313,-1.0,0.8536,0.2894,-0.00112,1.1418,-1.1595,-37.0,-2432.6,0.287,0.974,2436.4,0.4084,,100.0,32.7,67.3,1.4,33.0,5.95,0.6206,0.4738,0.3275,2.0,10.0,30.0,1.059,-1.018,3.0,0.986,-0.6,-12.903,-0.0749,0.0396,-1.3383,-0.9861
A|N2|15m->5m|oneshot|BTCUSD,544,BTCUSD,A,2,15,5,oneshot,mtf,A|N2|15m->5m|oneshot,train,544.0,1,0.3548,0.1415,-1.2231,-1.0,0.552,0.1871,0.00543,0.7445,-0.603,77.0,-328.0,0.469,1.228,340.6,0.3797,5.26,100.0,38.1,61.9,0.2,97.5,1.55,0.7004,0.5331,0.3805,2.0,30.0,45.0,0.903,-0.931,3.0,1.137,2.325,-6.524,0.0202,0.2629,-0.7916,-0.4256
A|N2|15m->5m|oneshot|ETHUSD,723,ETHUSD,A,2,15,5,oneshot,mtf,A|N2|15m->5m|oneshot,train,686.8,1,0.3306,-0.0,-1.1586,-1.0,0.3228,0.1094,0.00253,0.4348,-0.4348,-0.0,-314.3,0.555,1.0,320.4,0.5912,,100.0,33.3,66.7,0.3,84.0,2.06,0.6542,0.491,0.332,2.0,30.0,60.0,0.923,-0.987,3.0,0.992,-0.0,-6.881,-0.108,0.1079,-0.5549,-0.3114
A|N2|15m->5m|oneshot|SOLUSD,762,SOLUSD,A,2,15,5,oneshot,mtf,A|N2|15m->5m|oneshot,train,762.0,1,0.3307,0.0157,-1.1136,-1.0,0.2927,0.0992,0.00274,0.3947,-0.379,12.0,-288.8,0.6,1.024,293.2,0.7433,25.064,100.0,33.9,66.1,0.0,99.0,2.16,0.6942,0.5171,0.3386,2.0,30.0,45.0,0.964,-0.944,3.0,1.084,0.306,-6.627,-0.0827,0.1142,-0.4891,-0.2706
A|N2|15m->5m|oneshot|XRPUSD,756,XRPUSD,A,2,15,5,oneshot,mtf,A|N2|15m->5m|oneshot,train,756.0,1,0.3042,-0.0516,-1.1516,-1.0,0.3515,0.1191,-0.00569,0.4649,-0.5165,-39.0,-390.5,0.495,0.925,394.4,0.6578,,100.0,31.6,68.4,0.3,84.0,2.14,0.6376,0.4656,0.3161,2.0,30.0,45.0,1.004,-0.972,3.0,0.881,-1.01,-7.878,-0.1508,0.0476,-0.6525,-0.3959
A|N2|15m->5m|level|BTCUSD,674,BTCUSD,A,2,15,5,level,mtf,A|N2|15m->5m|level,train,674.0,1,0.3323,0.0816,-1.224,-1.0,1.2027,0.4077,-0.01093,1.5994,-1.5178,55.0,-1023.0,0.248,1.128,1033.7,0.41,19.6,100.0,36.1,63.9,1.0,86.0,1.92,0.6484,0.497,0.3591,2.0,30.0,75.0,0.864,-0.832,3.0,1.033,1.535,-4.549,-0.0209,0.1884,-2.2548,-0.9626
A|N2|15m->5m|level|ETHUSD,886,ETHUSD,A,2,15,5,level,mtf,A|N2|15m->5m|level,train,886.0,1,0.3296,0.0497,-1.1479,-1.0,0.6654,0.2255,0.00283,0.8937,-0.8441,44.0,-747.9,0.387,1.076,753.7,0.5806,17.997,100.0,35.0,65.0,1.0,71.5,2.52,0.6501,0.4876,0.3488,2.0,30.0,75.0,0.801,-1.008,3.0,1.015,0.919,-6.29,-0.0553,0.158,-1.1211,-0.5974
A|N2|15m->5m|level|SOLUSD,909,SOLUSD,A,2,15,5,level,mtf,A|N2|15m->5m|level,train,909.0,1,0.3146,-0.0264,-1.1143,-1.0,0.8851,0.3,0.00287,1.188,-1.2144,-24.0,-1103.9,0.306,0.961,1106.0,0.7303,,100.0,32.5,67.5,1.2,91.0,2.58,0.6645,0.4961,0.3245,2.0,30.0,75.0,0.9,-0.899,3.0,1.051,-0.533,-3.216,-0.1254,0.0694,-2.0601,-0.6036
A|N2|15m->5m|level|XRPUSD,897,XRPUSD,A,2,15,5,level,mtf,A|N2|15m->5m|level,train,897.0,1,0.3032,-0.0401,-1.1342,-1.0,0.5713,0.1937,-0.00186,0.7631,-0.8032,-36.0,-720.5,0.381,0.941,723.3,0.6707,,100.0,32.0,68.0,1.2,75.0,2.54,0.6232,0.4548,0.32,2.0,30.0,75.0,0.931,-0.978,3.0,0.881,-0.893,-8.201,-0.1304,0.0468,-0.9978,-0.617
A|N3|5m->15m|oneshot|BTCUSD,1300,BTCUSD,A,3,5,15,oneshot,mtf,A|N3|5m->15m|oneshot,train,1300.0,1,0.3008,0.0362,-1.3578,-1.0,1.1639,0.3946,0.00411,1.5626,-1.5265,47.0,-1984.4,0.21,1.055,1982.7,0.2689,43.221,100.0,34.5,65.5,0.5,49.0,3.68,0.66,0.5031,0.3454,3.0,15.0,30.0,1.377,-1.249,5.0,1.049,0.952,-7.884,-0.04,0.11,-1.9371,-1.1817
A|N3|5m->15m|oneshot|ETHUSD,1477,ETHUSD,A,3,5,15,oneshot,mtf,A|N3|5m->15m|oneshot,train,1477.0,1,0.3236,0.0217,-1.2199,-1.0,0.5929,0.201,0.00271,0.7966,-0.775,32.0,-1144.6,0.393,1.033,1147.3,0.4335,36.769,100.0,34.1,65.9,0.9,50.0,4.19,0.6608,0.501,0.3406,3.0,15.0,30.0,1.168,-1.258,5.0,1.039,0.543,-10.958,-0.0555,0.0988,-0.9214,-0.6432
A|N3|5m->15m|oneshot|SOLUSD,1317,SOLUSD,A,3,5,15,oneshot,mtf,A|N3|5m->15m|oneshot,train,1250.9,1,0.3326,0.0228,-1.1823,-1.0,0.4416,0.1497,0.00203,0.5934,-0.5706,30.0,-751.4,0.481,1.035,750.0,0.531,26.048,100.0,34.1,65.9,0.6,46.0,3.73,0.6439,0.5148,0.3409,3.0,15.0,30.0,1.274,-1.195,5.0,1.086,0.576,-10.28,-0.0524,0.0979,-0.676,-0.4589
A|N3|5m->15m|oneshot|XRPUSD,1287,XRPUSD,A,3,5,15,oneshot,mtf,A|N3|5m->15m|oneshot,train,1287.0,1,0.31,-0.014,-1.1866,-1.0,0.5212,0.1767,-0.0011,0.6968,-0.7108,-18.0,-914.8,0.409,0.979,914.7,0.5033,,100.0,32.9,67.1,0.7,54.0,3.65,0.6503,0.4981,0.3287,3.0,15.0,30.0,1.319,-1.137,5.0,1.011,-0.361,-9.148,-0.0886,0.0606,-0.8742,-0.5663
A|N3|5m->15m|level|BTCUSD,1440,BTCUSD,A,3,5,15,level,mtf,A|N3|5m->15m|level,train,1440.0,1,0.2889,0.0083,-1.3507,-1.0,1.3383,0.4537,0.00368,1.7957,-1.7873,12.0,-2573.8,0.182,1.013,2576.1,0.2776,215.481,100.0,33.6,66.4,1.1,46.5,4.08,0.6444,0.4979,0.3361,3.0,15.0,40.0,1.202,-1.163,4.0,1.065,0.234,-9.549,-0.0625,0.0771,-2.1882,-1.4589
A|N3|5m->15m|level|ETHUSD,1565,ETHUSD,A,3,5,15,level,mtf,A|N3|5m->15m|level,train,1565.0,1,0.3022,-0.0128,-1.221,-1.0,0.7562,0.2563,0.00359,1.0161,-1.0289,-20.0,-1610.3,0.314,0.981,1616.1,0.4141,,100.0,32.9,67.1,1.5,43.0,4.44,0.6332,0.4805,0.3291,3.0,15.0,40.0,1.114,-1.267,5.0,1.004,-0.335,-11.32,-0.0875,0.0639,-1.202,-0.8496
A|N3|5m->15m|level|SOLUSD,1612,SOLUSD,A,3,5,15,level,mtf,A|N3|5m->15m|level,train,1612.0,1,0.3058,-0.036,-1.1957,-1.0,1.0723,0.3635,0.00179,1.4376,-1.4735,-58.0,-2375.3,0.249,0.947,2374.4,0.5164,,100.0,32.1,67.9,2.0,41.0,4.57,0.6203,0.4814,0.3213,3.0,15.0,40.0,1.2,-1.181,4.0,1.027,-1.023,-5.646,-0.103,0.0348,-2.0432,-1.0246
A|N3|5m->15m|level|XRPUSD,1570,XRPUSD,A,3,5,15,level,mtf,A|N3|5m->15m|level,train,1518.6,1,0.3089,-0.0064,-1.185,-1.0,0.7548,0.2559,-0.00038,1.0103,-1.0166,-10.0,-1596.1,0.322,0.99,1608.3,0.4718,,100.0,33.1,66.9,1.5,44.0,4.45,0.6306,0.4847,0.3312,3.0,15.0,40.0,1.226,-1.158,4.0,1.011,-0.177,-9.728,-0.0733,0.0605,-1.2332,-0.82
A|N3|15m->5m|oneshot|BTCUSD,448,BTCUSD,A,3,15,5,oneshot,mtf,A|N3|15m->5m|oneshot,train,361.6,1,0.3683,0.1518,-1.1911,-1.0,0.8328,0.2823,0.00507,1.1202,-0.9684,68.0,-433.8,0.376,1.246,453.2,0.4728,7.38,100.0,38.4,61.6,0.4,155.0,1.27,0.6808,0.5201,0.3817,3.0,45.0,60.0,1.187,-1.067,5.0,1.136,1.838,-3.103,0.0112,0.2991,-1.5748,-0.4904
A|N3|15m->5m|oneshot|ETHUSD,550,ETHUSD,A,3,15,5,oneshot,mtf,A|N3|15m->5m|oneshot,train,550.0,1,0.3636,0.1018,-1.1272,-1.0,0.438,0.1485,0.00431,0.5908,-0.489,56.0,-268.9,0.559,1.161,274.8,0.7592,5.802,100.0,36.7,63.3,0.2,135.0,1.56,0.6745,0.5273,0.3673,3.0,45.0,82.5,1.119,-1.145,5.0,1.101,1.604,-2.086,-0.0182,0.2327,-1.0274,-0.1387
A|N3|15m->5m|oneshot|SOLUSD,565,SOLUSD,A,3,15,5,oneshot,mtf,A|N3|15m->5m|oneshot,train,565.0,1,0.3451,0.046,-1.1105,-1.0,0.226,0.0766,0.00309,0.3058,-0.2597,26.0,-146.8,0.699,1.071,157.0,0.8364,6.644,100.0,34.9,65.1,0.2,106.0,1.61,0.6584,0.5062,0.3469,3.0,45.0,60.0,1.18,-1.141,5.0,1.04,0.724,-3.827,-0.0761,0.1788,-0.3975,-0.128
A|N3|15m->5m|oneshot|XRPUSD,524,XRPUSD,A,3,15,5,oneshot,mtf,A|N3|15m->5m|oneshot,train,524.0,1,0.3149,-0.0324,-1.1199,-1.0,0.2977,0.1009,0.00113,0.3998,-0.4322,-17.0,-226.5,0.554,0.952,232.6,0.8068,,100.0,32.3,67.7,0.4,136.5,1.49,0.6584,0.479,0.3225,3.0,45.0,60.0,1.164,-1.169,5.0,0.943,-0.545,-4.855,-0.1527,0.0821,-0.6293,-0.2762
A|N3|15m->5m|level|BTCUSD,534,BTCUSD,A,3,15,5,level,mtf,A|N3|15m->5m|level,train,534.0,1,0.3221,0.073,-1.1997,-1.0,1.418,0.4807,0.00637,1.905,-1.832,39.0,-978.3,0.213,1.114,993.0,0.4677,26.084,100.0,35.8,64.2,1.5,114.0,1.52,0.6423,0.4831,0.3539,3.0,45.0,105.0,1.117,-1.103,4.0,1.009,1.121,-4.398,-0.0506,0.2022,-2.7637,-1.1259
A|N3|15m->5m|level|ETHUSD,745,ETHUSD,A,3,15,5,level,mtf,A|N3|15m->5m|level,train,745.0,1,0.3315,0.055,-1.136,-1.0,0.8863,0.3004,0.00356,1.1903,-1.1353,41.0,-845.8,0.324,1.085,855.0,0.6389,21.629,100.0,35.2,64.8,1.2,89.0,2.12,0.6362,0.4886,0.3517,3.0,45.0,120.0,1.024,-1.255,4.0,1.006,1.058,-4.928,-0.0456,0.1557,-1.6324,-0.7246
A|N3|15m->5m|level|SOLUSD,779,SOLUSD,A,3,15,5,level,mtf,A|N3|15m->5m|level,train,779.0,1,0.3286,0.0552,-1.1074,-1.0,0.6166,0.209,0.00239,0.828,-0.7728,43.0,-602.0,0.416,1.085,613.3,0.7757,15.001,100.0,35.2,64.8,1.3,85.0,2.21,0.638,0.4955,0.3504,3.0,45.0,105.0,0.983,-1.205,4.0,1.054,1.066,-5.412,-0.0411,0.163,-1.0757,-0.5224
A|N3|15m->5m|level|XRPUSD,688,XRPUSD,A,3,15,5,level,mtf,A|N3|15m->5m|level,train,688.0,1,0.311,-0.0189,-1.118,-1.0,0.7734,0.2622,-0.00227,1.0333,-1.0522,-13.0,-723.9,0.326,0.972,737.9,0.6787,,100.0,32.7,67.3,2.3,88.5,1.95,0.6177,0.4549,0.327,3.0,45.0,120.0,1.059,-1.263,5.0,0.922,-0.36,-6.904,-0.1235,0.0858,-1.3518,-0.7675
A|N5|5m->15m|oneshot|BTCUSD,858,BTCUSD,A,5,5,15,oneshot,mtf,A|N5|5m->15m|oneshot,train,858.0,1,0.3135,0.042,-1.2742,-1.0,0.9515,0.3225,0.00339,1.2775,-1.2355,36.0,-1060.1,0.27,1.064,1069.1,0.3463,30.446,100.0,34.7,65.3,0.5,78.0,2.44,0.6702,0.5093,0.3473,5.0,25.0,40.0,1.568,-1.538,8.0,1.077,0.804,-5.768,-0.0559,0.1469,-1.6999,-0.8748
A|N5|5m->15m|oneshot|ETHUSD,943,ETHUSD,A,5,5,15,oneshot,mtf,A|N5|5m->15m|oneshot,train,943.0,1,0.3203,-0.0011,-1.1767,-1.0,0.441,0.1495,0.00301,0.5934,-0.5945,-1.0,-560.6,0.468,0.998,564.9,0.5453,,100.0,33.3,66.7,0.4,67.0,2.68,0.6585,0.4889,0.333,5.0,25.0,45.0,1.655,-1.579,8.0,0.971,-0.022,-6.221,-0.0901,0.0944,-0.8041,-0.4354
A|N5|5m->15m|oneshot|SOLUSD,1024,SOLUSD,A,5,5,15,oneshot,mtf,A|N5|5m->15m|oneshot,train,1024.0,1,0.3516,0.0781,-1.1414,-1.0,0.351,0.119,0.00291,0.4728,-0.3947,80.0,-404.2,0.595,1.122,406.5,0.6286,6.052,100.0,35.9,64.1,0.2,65.5,2.91,0.6582,0.5166,0.3594,5.0,25.0,40.0,1.526,-1.555,8.0,1.085,1.899,-7.631,-0.0068,0.1572,-0.5017,-0.295
A|N5|5m->15m|oneshot|XRPUSD,923,XRPUSD,A,5,5,15,oneshot,mtf,A|N5|5m->15m|oneshot,train,902.6,1,0.2925,-0.0964,-1.1659,-1.0,0.3719,0.1261,-0.00095,0.4971,-0.5935,-89.0,-547.8,0.446,0.862,553.9,0.6118,,100.0,30.1,69.9,0.3,67.0,2.62,0.6262,0.4648,0.3012,5.0,25.0,40.0,1.579,-1.563,8.0,0.864,-2.033,-10.533,-0.1874,-0.0118,-0.702,-0.4861
A|N5|5m->15m|level|BTCUSD,988,BTCUSD,A,5,5,15,level,mtf,A|N5|5m->15m|level,train,988.0,1,0.2966,0.0233,-1.2862,-1.0,1.3677,0.4636,0.00614,1.8375,-1.8142,23.0,-1792.5,0.192,1.035,1803.1,0.3174,78.933,100.0,34.1,65.9,1.6,61.5,2.8,0.6377,0.4828,0.3401,5.0,25.0,60.0,1.314,-1.456,7.0,1.023,0.525,-6.673,-0.0648,0.1113,-2.4083,-1.3276
A|N5|5m->15m|level|ETHUSD,1031,ETHUSD,A,5,5,15,level,mtf,A|N5|5m->15m|level,train,1031.0,1,0.3298,0.0533,-1.1503,-1.0,0.6472,0.2194,0.00256,0.8691,-0.8158,55.0,-841.1,0.394,1.082,844.3,0.5541,16.292,100.0,35.1,64.9,1.5,65.0,2.93,0.6576,0.5005,0.3511,5.0,25.0,60.0,1.38,-1.535,7.0,1.1,1.168,-7.155,-0.034,0.1435,-1.0511,-0.6051
