label,trades,symbol,family,swing_n,struct_tf,exec_tf,trigger,grid,candidate,split,effective_n,symbols,win_rate,gross_r,median_r,median_gross_r,fee_r,slip_r,funding_r,cost_r,net_r,gross_total_r,net_total_r,profit_factor,pf_gross,max_dd_r,stop_pct_median,cost_over_gross,pct_long,pct_target,pct_stop,ambiguous_pct,hold_median_min,trades_per_day,p_hit_05r,p_hit_1r,p_hit_2r,conf_delay_bars_median,conf_delay_min_median,signal_lag_min_median,disp_atr_median,break_dist_atr_median,bars_between_swings_median,mfe_r_median,t_gross,t_net,gross_ci_low,gross_ci_high,net_ci_low,net_ci_high
B|N5|5m|oneshot|BTCUSD,902,BTCUSD,B,5,5,5,oneshot,primary,B|N5|5m|oneshot,train,818.1,1,0.2938,0.0078,-1.332,-1.0,0.8586,0.2911,-0.00572,1.144,-1.1362,7.0,-1024.9,0.268,1.012,1026.5,0.2865,147.412,0.0,33.6,66.4,0.1,59.0,2.56,0.6563,0.5133,0.3359,5.0,25.0,30.0,1.683,-1.73,8.0,1.072,0.166,-7.9,-0.0787,0.0909,-1.4274,-0.8916
B|N5|5m|oneshot|ETHUSD,1051,ETHUSD,B,5,5,5,oneshot,primary,B|N5|5m|oneshot,train,1051.0,1,0.352,0.099,-1.1788,-1.0,0.4659,0.1579,-0.0021,0.6218,-0.5228,104.0,-549.5,0.514,1.156,550.8,0.4829,6.283,0.0,36.6,63.4,0.3,63.0,2.98,0.686,0.5357,0.3663,5.0,25.0,40.0,1.628,-1.789,8.0,1.136,2.363,-8.068,0.0162,0.1789,-0.6525,-0.4019
B|N5|5m|oneshot|SOLUSD,1015,SOLUSD,B,5,5,5,oneshot,primary,B|N5|5m|oneshot,train,927.6,1,0.3291,0.0256,-1.1693,-1.0,0.3663,0.1242,-0.00152,0.4889,-0.4633,26.0,-470.3,0.542,1.039,472.0,0.5641,19.087,0.0,34.2,65.8,0.3,51.0,2.88,0.6512,0.5143,0.3419,5.0,25.0,30.0,1.742,-1.735,7.0,1.073,0.522,-7.587,-0.069,0.1202,-0.5795,-0.3438
B|N5|5m|oneshot|XRPUSD,1031,XRPUSD,B,5,5,5,oneshot,primary,B|N5|5m|oneshot,train,586.5,1,0.3366,0.0417,-1.1748,-1.0,0.3796,0.1287,0.001,0.5093,-0.4676,43.0,-482.1,0.538,1.064,483.3,0.5561,12.212,0.0,34.7,65.3,0.0,63.0,2.92,0.6625,0.5179,0.3472,5.0,25.0,40.0,1.711,-1.734,8.0,1.057,0.693,-5.804,-0.0485,0.1348,-0.5919,-0.3501
B|N5|5m|level|BTCUSD,1370,BTCUSD,B,5,5,5,level,primary,B|N5|5m|level,train,1370.0,1,0.2438,-0.0321,-1.4609,-1.0,2.6079,0.884,-0.00526,3.4866,-3.5187,-44.0,-4820.7,0.087,0.953,4822.3,0.2127,,0.0,32.3,67.7,2.0,31.0,3.89,0.6109,0.4766,0.3226,5.0,25.0,60.0,1.543,-1.96,7.0,1.033,-0.849,-9.768,-0.1044,0.0467,-4.2478,-2.8631
B|N5|5m|level|ETHUSD,1244,ETHUSD,B,5,5,5,level,primary,B|N5|5m|level,train,1195.8,1,0.2934,0.0105,-1.2122,-1.0,1.1551,0.3916,-0.0019,1.5448,-1.5344,13.0,-1908.7,0.23,1.016,1913.7,0.43,147.826,0.0,33.7,66.3,1.5,42.0,3.53,0.6503,0.4976,0.3368,5.0,25.0,60.0,1.458,-1.961,7.0,1.1,0.278,-8.659,-0.0619,0.0852,-1.8982,-1.2184
B|N5|5m|level|SOLUSD,1416,SOLUSD,B,5,5,5,level,primary,B|N5|5m|level,train,1416.0,1,0.2945,-0.0064,-1.1914,-1.0,1.4175,0.4805,-0.00188,1.8961,-1.9025,-9.0,-2693.9,0.199,0.99,2697.9,0.4712,,0.0,33.1,66.9,2.1,34.0,4.01,0.6243,0.4922,0.3312,5.0,25.0,55.0,1.544,-1.886,7.0,1.085,-0.164,-5.06,-0.0847,0.0699,-2.6882,-1.2479
B|N5|5m|level|XRPUSD,1383,XRPUSD,B,5,5,5,level,primary,B|N5|5m|level,train,1383.0,1,0.3044,0.0195,-1.1838,-1.0,1.1364,0.3852,0.00209,1.5237,-1.5042,27.0,-2080.3,0.237,1.03,2081.5,0.4408,78.046,0.0,34.0,66.0,2.7,34.0,3.92,0.6421,0.5004,0.3398,5.0,25.0,60.0,1.542,-1.955,7.0,1.123,0.494,-9.528,-0.0586,0.0955,-1.8156,-1.2119
B|N5|15m|oneshot|BTCUSD,362,BTCUSD,B,5,15,15,oneshot,primary,B|N5|15m|oneshot,train,362.0,1,0.326,0.0193,-1.1875,-1.0,0.4305,0.1459,-0.00573,0.5707,-0.5513,7.0,-199.6,0.485,1.029,198.2,0.4935,29.511,0.0,34.0,66.0,0.0,198.5,1.03,0.7127,0.5331,0.3398,5.0,75.0,105.0,1.6,-1.667,8.0,1.165,0.277,-6.354,-0.1215,0.1519,-0.7189,-0.3822
B|N5|15m|oneshot|ETHUSD,373,ETHUSD,B,5,15,15,oneshot,primary,B|N5|15m|oneshot,train,373.0,1,0.3592,0.118,-1.09,-1.0,0.3044,0.1032,0.00377,0.4113,-0.2934,44.0,-109.4,0.68,1.188,109.3,0.8056,3.487,0.0,37.3,62.7,0.3,177.0,1.06,0.6997,0.504,0.3727,5.0,75.0,135.0,1.659,-1.765,8.0,1.072,1.662,-3.103,-0.0268,0.2547,-0.4862,-0.1117
B|N5|15m|oneshot|SOLUSD,373,SOLUSD,B,5,15,15,oneshot,primary,B|N5|15m|oneshot,train,373.0,1,0.3539,0.0777,-1.0835,-1.0,0.1947,0.066,-0.00268,0.258,-0.1802,29.0,-67.2,0.775,1.121,77.0,1.081,3.318,0.0,35.9,64.1,0.0,177.0,1.06,0.6676,0.5147,0.3592,5.0,75.0,90.0,1.844,-1.668,8.0,1.134,1.076,-2.31,-0.059,0.2145,-0.336,-0.0236
B|N5|15m|oneshot|XRPUSD,325,XRPUSD,B,5,15,15,oneshot,primary,B|N5|15m|oneshot,train,325.0,1,0.3446,0.0431,-1.1039,-1.0,0.2132,0.0723,0.00131,0.2868,-0.2438,14.0,-79.2,0.712,1.066,79.9,0.929,6.659,0.0,34.8,65.2,0.6,202.0,0.93,0.7015,0.5138,0.3477,5.0,75.0,90.0,1.493,-1.648,8.0,1.117,0.628,-3.522,-0.0954,0.1723,-0.3785,-0.1056
B|N5|15m|level|BTCUSD,509,BTCUSD,B,5,15,15,level,primary,B|N5|15m|level,train,509.0,1,0.275,-0.0275,-1.2581,-1.0,1.9415,0.6581,-0.00432,2.5953,-2.6228,-14.0,-1335.0,0.141,0.959,1334.2,0.3687,,0.0,32.4,67.6,1.4,87.0,1.44,0.6424,0.4912,0.3222,5.0,75.0,180.0,1.426,-1.956,7.0,1.049,-0.449,-3.705,-0.1395,0.0963,-4.139,-1.4903
B|N5|15m|level|ETHUSD,533,ETHUSD,B,5,15,15,level,primary,B|N5|15m|level,train,533.0,1,0.3265,0.0694,-1.1039,-1.0,1.1422,0.3872,0.00155,1.531,-1.4616,37.0,-779.0,0.273,1.108,777.4,0.6717,22.055,0.0,35.6,64.4,2.3,102.0,1.51,0.6623,0.4991,0.3565,5.0,75.0,165.0,1.515,-1.904,8.0,1.124,1.184,-4.453,-0.0432,0.1876,-2.163,-0.9093
B|N5|15m|level|SOLUSD,594,SOLUSD,B,5,15,15,level,primary,B|N5|15m|level,train,594.0,1,0.3367,0.0808,-1.0912,-1.0,0.6096,0.2067,-0.00508,0.8112,-0.7304,48.0,-433.9,0.429,1.126,438.9,0.8299,10.039,0.0,36.0,64.0,0.7,99.0,1.69,0.6431,0.5118,0.3603,5.0,75.0,165.0,1.566,-1.824,8.0,1.131,1.388,-4.477,-0.0404,0.1919,-1.0828,-0.4342
B|N5|15m|level|XRPUSD,470,XRPUSD,B,5,15,15,level,primary,B|N5|15m|level,train,470.0,1,0.334,0.066,-1.0921,-1.0,0.5742,0.1946,0.0005,0.7693,-0.7033,31.0,-330.6,0.442,1.102,343.2,0.789,11.663,0.0,35.5,64.5,1.7,118.0,1.34,0.6723,0.5128,0.3553,5.0,75.0,165.0,1.442,-1.907,7.0,1.153,1.027,-4.371,-0.0489,0.1938,-1.0453,-0.4094
B|N5|60m|oneshot|BTCUSD,85,BTCUSD,B,5,60,60,oneshot,primary,B|N5|60m|oneshot,train,81.9,1,0.4118,0.2706,-1.0485,-1.0,0.2884,0.0978,-0.0134,0.3727,-0.1021,23.0,-8.7,0.88,1.469,27.7,1.0253,1.377,0.0,42.4,57.6,0.0,646.0,0.25,0.6235,0.5294,0.4118,5.0,300.0,360.0,1.462,-1.648,8.0,1.251,1.879,-0.444,-0.0118,0.5529,-0.5717,0.3385
B|N5|60m|oneshot|ETHUSD,84,ETHUSD,B,5,60,60,oneshot,primary,B|N5|60m|oneshot,train,84.0,1,0.2976,-0.1071,-1.0643,-1.0,0.1089,0.0369,-0.00711,0.1388,-0.2459,-9.0,-20.7,0.698,0.847,29.9,1.6462,,0.0,29.8,70.2,0.0,569.0,0.25,0.6667,0.4881,0.2976,5.0,300.0,360.0,1.515,-1.747,7.0,0.971,-0.653,-1.419,-0.4286,0.2143,-0.563,0.1115
B|N5|60m|oneshot|SOLUSD,93,SOLUSD,B,5,60,60,oneshot,primary,B|N5|60m|oneshot,train,92.0,1,0.3978,0.1935,-1.0407,-1.0,0.1123,0.0381,-0.00387,0.1465,0.047,18.0,4.4,1.068,1.321,9.4,1.9513,0.757,0.0,39.8,60.2,0.0,360.0,0.27,0.6774,0.5591,0.3978,5.0,300.0,360.0,1.459,-1.403,7.0,1.189,1.648,0.411,-0.0323,0.4194,-0.1719,0.2751
B|N5|60m|oneshot|XRPUSD,92,XRPUSD,B,5,60,60,oneshot,primary,B|N5|60m|oneshot,train,92.0,1,0.3696,0.1087,-1.0432,-1.0,0.1071,0.0363,0.00079,0.1442,-0.0355,10.0,-3.3,0.951,1.172,18.2,1.7642,1.326,0.0,37.0,63.0,0.0,609.5,0.27,0.7174,0.5435,0.3696,5.0,300.0,360.0,1.305,-1.725,7.5,1.102,0.811,-0.257,-0.1522,0.3696,-0.3105,0.2268
B|N5|60m|level|BTCUSD,135,BTCUSD,B,5,60,60,level,primary,B|N5|60m|level,train,135.0,1,0.3778,0.2222,-1.0748,-1.0,0.6863,0.2326,-0.01373,0.9052,-0.683,30.0,-92.2,0.49,1.375,95.3,0.8786,4.074,0.0,40.7,59.3,0.7,444.0,0.39,0.6519,0.5333,0.4,5.0,300.0,660.0,1.697,-1.789,7.0,1.132,1.706,-2.411,-0.0222,0.4889,-1.2824,-0.1702
B|N5|60m|level|ETHUSD,173,ETHUSD,B,5,60,60,level,primary,B|N5|60m|level,train,173.0,1,0.3179,0.0058,-1.0685,-1.0,0.8558,0.2901,-0.00553,1.1403,-1.1345,1.0,-196.3,0.333,1.009,198.8,1.173,197.274,0.0,33.5,66.5,0.6,256.0,0.5,0.659,0.5029,0.3353,5.0,300.0,600.0,1.78,-2.096,7.0,1.034,0.05,-1.729,-0.2197,0.2312,-2.656,-0.2569
B|N5|60m|level|SOLUSD,206,SOLUSD,B,5,60,60,level,primary,B|N5|60m|level,train,206.0,1,0.3544,0.0922,-1.048,-1.0,2.7685,0.9385,-0.00291,3.704,-3.6118,19.0,-744.0,0.15,1.145,768.7,1.3213,40.16,0.0,36.4,63.6,0.5,216.5,0.59,0.6359,0.5049,0.3641,5.0,300.0,720.0,1.411,-1.845,6.0,1.124,0.947,-1.36,-0.0971,0.2816,-9.5647,-0.1288
B|N5|60m|level|XRPUSD,160,XRPUSD,B,5,60,60,level,primary,B|N5|60m|level,train,160.0,1,0.3625,0.125,-1.0413,-1.0,0.3086,0.1046,0.00307,0.4162,-0.2912,20.0,-46.6,0.687,1.2,52.7,1.5956,3.33,0.0,37.5,62.5,0.6,449.0,0.46,0.7125,0.5625,0.3688,5.0,300.0,660.0,1.291,-1.859,6.0,1.256,1.214,-2.129,-0.0625,0.3312,-0.5676,-0.0396
B|N8|5m|oneshot|BTCUSD,611,BTCUSD,B,8,5,5,oneshot,primary,B|N8|5m|oneshot,train,594.5,1,0.3241,0.0507,-1.2583,-1.0,0.5962,0.2021,-0.0045,0.7938,-0.7431,31.0,-454.0,0.397,1.078,455.6,0.3552,15.645,0.0,35.0,65.0,0.0,89.0,1.73,0.6825,0.5155,0.3502,8.0,40.0,45.0,2.244,-2.312,13.0,1.122,0.858,-8.803,-0.0671,0.1637,-0.9134,-0.5891
B|N8|5m|oneshot|ETHUSD,651,ETHUSD,B,8,5,5,oneshot,primary,B|N8|5m|oneshot,train,645.1,1,0.3641,0.129,-1.1257,-1.0,0.3305,0.112,-0.00342,0.4391,-0.31,84.0,-201.8,0.655,1.207,203.3,0.593,3.403,0.0,37.6,62.4,0.2,97.0,1.85,0.7035,0.5422,0.3763,8.0,40.0,60.0,2.062,-2.289,12.0,1.246,2.615,-5.389,0.0323,0.2304,-0.4249,-0.2028
B|N8|5m|oneshot|SOLUSD,659,SOLUSD,B,8,5,5,oneshot,primary,B|N8|5m|oneshot,train,659.0,1,0.352,0.0789,-1.1139,-1.0,0.6848,0.2321,-0.00221,0.9147,-0.8358,52.0,-550.8,0.414,1.123,564.4,0.7394,11.592,0.0,36.0,64.0,0.3,90.0,1.87,0.6874,0.5326,0.3596,8.0,40.0,45.0,2.356,-2.244,12.0,1.125,1.545,-1.697,-0.0212,0.1792,-1.9312,-0.2297
B|N8|5m|oneshot|XRPUSD,633,XRPUSD,B,8,5,5,oneshot,primary,B|N8|5m|oneshot,train,627.9,1,0.3633,0.109,-1.1244,-1.0,0.2971,0.1007,0.00033,0.3981,-0.2891,69.0,-183.0,0.681,1.173,181.8,0.7195,3.653,0.0,37.0,63.0,0.0,94.0,1.8,0.6698,0.5276,0.3697,8.0,40.0,45.0,2.251,-2.091,12.0,1.133,1.816,-4.274,-0.0047,0.2322,-0.4137,-0.1555
B|N8|5m|level|BTCUSD,1018,BTCUSD,B,8,5,5,level,primary,B|N8|5m|level,train,1018.0,1,0.2338,-0.0334,-1.417,-1.0,3.5976,1.2195,-0.00383,4.8133,-4.8467,-34.0,-4933.9,0.064,0.951,4935.4,0.2233,,0.0,32.2,67.8,1.8,35.0,2.89,0.6179,0.4813,0.3222,8.0,40.0,95.0,1.89,-2.725,11.0,1.067,-0.808,-5.986,-0.113,0.0462,-6.5566,-3.4262
B|N8|5m|level|ETHUSD,989,ETHUSD,B,8,5,5,level,primary,B|N8|5m|level,train,989.0,1,0.3094,0.0829,-1.1537,-1.0,1.5314,0.5191,-0.00311,2.0474,-1.9645,82.0,-1942.8,0.197,1.13,1946.0,0.45,24.693,0.0,36.1,63.9,2.4,52.0,2.81,0.6562,0.5197,0.361,8.0,40.0,90.0,1.769,-2.435,11.0,1.276,1.878,-5.913,-0.002,0.1709,-2.6559,-1.3981
B|N8|5m|level|SOLUSD,995,SOLUSD,B,8,5,5,level,primary,B|N8|5m|level,train,995.0,1,0.3055,0.0191,-1.1516,-1.0,1.9118,0.6481,-0.00177,2.5581,-2.539,19.0,-2526.3,0.157,1.029,2525.1,0.5106,133.962,0.0,34.0,66.0,2.7,36.0,2.82,0.6523,0.5126,0.3397,8.0,40.0,90.0,1.934,-2.615,11.0,1.139,0.459,-4.601,-0.0653,0.0975,-3.7072,-1.6266
B|N8|5m|level|XRPUSD,1039,XRPUSD,B,8,5,5,level,primary,B|N8|5m|level,train,1039.0,1,0.3118,0.0423,-1.1503,-1.0,1.0385,0.352,0.00222,1.3927,-1.3504,44.0,-1403.0,0.261,1.065,1401.4,0.4718,32.887,0.0,34.7,65.3,2.6,38.0,2.95,0.6285,0.487,0.3474,8.0,40.0,95.0,1.934,-2.596,11.0,1.128,0.921,-8.802,-0.0443,0.1347,-1.6605,-1.0675
B|N8|15m|oneshot|BTCUSD,242,BTCUSD,B,8,15,15,oneshot,primary,B|N8|15m|oneshot,train,241.9,1,0.3264,0.0413,-1.1597,-1.0,0.4211,0.1427,-0.00417,0.5597,-0.5184,10.0,-125.4,0.512,1.063,124.1,0.5968,13.545,0.0,34.7,65.3,0.0,226.5,0.69,0.6777,0.5248,0.343,8.0,120.0,135.0,2.056,-2.234,13.0,1.116,0.478,-4.643,-0.1322,0.2149,-0.7389,-0.2946
B|N8|15m|oneshot|ETHUSD,233,ETHUSD,B,8,15,15,oneshot,primary,B|N8|15m|oneshot,train,233.0,1,0.3863,0.1588,-1.0747,-1.0,0.1795,0.0609,-0.00284,0.2376,-0.0788,37.0,-18.4,0.898,1.259,42.8,0.97,1.496,0.0,38.6,61.4,0.4,236.0,0.66,0.7167,0.5322,0.3863,8.0,120.0,195.0,1.898,-2.08,11.0,1.317,1.859,-0.846,-0.0086,0.3262,-0.2572,0.1072
B|N8|15m|oneshot|SOLUSD,230,SOLUSD,B,8,15,15,oneshot,primary,B|N8|15m|oneshot,train,230.0,1,0.3609,0.0826,-1.0713,-1.0,0.1272,0.0431,-0.0024,0.168,-0.0854,19.0,-19.6,0.886,1.129,36.9,1.4189,2.033,0.0,36.1,63.9,0.0,264.5,0.66,0.7,0.5478,0.3609,8.0,120.0,135.0,2.172,-2.056,11.0,1.266,0.872,-0.87,-0.1,0.2655,-0.2712,0.1063
B|N8|15m|oneshot|XRPUSD,247,XRPUSD,B,8,15,15,oneshot,primary,B|N8|15m|oneshot,train,247.0,1,0.3198,-0.004,-1.0797,-1.0,0.1904,0.0645,0.00234,0.2573,-0.2613,-1.0,-64.5,0.689,0.994,80.8,1.1496,,0.0,33.2,66.8,0.0,272.0,0.71,0.6923,0.4899,0.332,8.0,120.0,135.0,1.888,-2.175,11.0,0.982,-0.044,-2.786,-0.1862,0.1781,-0.4384,-0.0667
B|N8|15m|level|BTCUSD,422,BTCUSD,B,8,15,15,level,primary,B|N8|15m|level,train,422.0,1,0.2583,-0.0261,-1.2632,-1.0,2.1262,0.7207,-0.00309,2.8438,-2.8699,-11.0,-1211.1,0.126,0.961,1209.8,0.3832,,0.0,32.5,67.5,0.9,93.5,1.2,0.6374,0.4976,0.3223,8.0,120.0,285.0,1.706,-2.484,12.0,1.041,-0.397,-3.505,-0.154,0.1019,-4.7645,-1.6124
B|N8|15m|level|ETHUSD,511,ETHUSD,B,8,15,15,level,primary,B|N8|15m|level,train,511.0,1,0.2896,-0.0196,-1.1395,-1.0,1.1859,0.402,-0.00433,1.5836,-1.6032,-10.0,-819.2,0.228,0.971,819.3,0.6023,,0.0,32.7,67.3,1.4,76.0,1.45,0.6458,0.4736,0.3268,8.0,120.0,270.0,1.478,-2.64,11.0,1.0,-0.336,-4.492,-0.137,0.092,-2.3718,-1.0144
B|N8|15m|level|SOLUSD,458,SOLUSD,B,8,15,15,level,primary,B|N8|15m|level,train,442.9,1,0.3319,0.0873,-1.0828,-1.0,0.6021,0.2041,-0.00514,0.8011,-0.7138,40.0,-326.9,0.435,1.137,343.9,0.753,9.173,0.0,36.2,63.8,1.1,83.5,1.31,0.6681,0.5109,0.3624,8.0,120.0,255.0,1.855,-2.613,11.0,1.134,1.208,-4.867,-0.0437,0.2251,-1.0,-0.4446
B|N8|15m|level|XRPUSD,454,XRPUSD,B,8,15,15,level,primary,B|N8|15m|level,train,429.8,1,0.3194,0.0903,-1.0872,-1.0,0.7325,0.2483,0.00157,0.9824,-0.8921,41.0,-405.0,0.373,1.142,399.6,0.7402,10.879,0.0,36.3,63.7,1.1,83.0,1.3,0.6938,0.5154,0.3634,8.0,120.0,270.0,1.786,-2.769,11.0,1.079,1.404,-5.674,-0.0352,0.2159,-1.2092,-0.6105
B|N8|60m|oneshot|BTCUSD,58,BTCUSD,B,8,60,60,oneshot,primary,B|N8|60m|oneshot,train,58.0,1,0.3966,0.1897,-1.0648,-1.0,0.196,0.0664,-0.01574,0.2467,-0.057,11.0,-3.3,0.927,1.314,12.8,1.0914,1.301,0.0,39.7,60.3,0.0,948.5,0.17,0.6724,0.5172,0.3621,8.0,480.0,540.0,1.672,-2.49,12.0,1.305,1.184,-0.321,-0.1207,0.5,-0.4125,0.2867
B|N8|60m|oneshot|ETHUSD,53,ETHUSD,B,8,60,60,oneshot,primary,B|N8|60m|oneshot,train,53.0,1,0.3774,0.1321,-1.048,-1.0,0.0976,0.0331,-0.01166,0.1191,0.013,7.0,0.7,1.019,1.212,13.7,1.6893,0.902,0.0,37.7,62.3,0.0,770.0,0.16,0.7358,0.566,0.3585,8.0,480.0,540.0,1.982,-2.561,13.0,1.441,0.717,0.068,-0.2075,0.4717,-0.3587,0.4027
B|N8|60m|oneshot|SOLUSD,47,SOLUSD,B,8,60,60,oneshot,primary,B|N8|60m|oneshot,train,47.0,1,0.3617,0.0851,-1.0322,-1.0,0.081,0.0275,-0.00745,0.101,-0.0159,4.0,-0.7,0.977,1.133,7.7,2.1943,1.187,0.0,36.2,63.8,0.0,708.0,0.14,0.7021,0.5532,0.3617,8.0,480.0,540.0,2.329,-2.288,11.0,1.267,0.505,-0.099,-0.234,0.4043,-0.3301,0.3026
B|N8|60m|oneshot|XRPUSD,53,XRPUSD,B,8,60,60,oneshot,primary,B|N8|60m|oneshot,train,53.0,1,0.4151,0.2453,-1.0314,-1.0,0.0855,0.029,-0.00018,0.1143,0.1309,13.0,6.9,1.2,1.419,11.0,2.4988,0.466,0.0,41.5,58.5,0.0,1110.0,0.15,0.6415,0.5472,0.4151,8.0,480.0,540.0,1.606,-2.013,10.0,1.185,1.074,0.577,-0.2075,0.6981,-0.2923,0.6047
B|N8|60m|level|BTCUSD,106,BTCUSD,B,8,60,60,level,primary,B|N8|60m|level,train,106.0,1,0.3302,0.0189,-1.081,-1.0,0.8151,0.2763,-0.00783,1.0836,-1.0647,2.0,-112.9,0.341,1.029,111.2,0.7828,57.43,0.0,34.0,66.0,0.9,545.0,0.31,0.6415,0.5,0.3113,8.0,480.0,1080.0,1.36,-2.987,12.0,1.08,0.127,-2.276,-0.2642,0.3302,-2.0887,-0.2682
B|N8|60m|level|ETHUSD,145,ETHUSD,B,8,60,60,level,primary,B|N8|60m|level,train,145.0,1,0.3724,0.1172,-1.048,-1.0,0.3123,0.1058,-0.00668,0.4114,-0.2942,17.0,-42.7,0.684,1.187,58.2,1.146,3.509,0.0,37.2,62.8,0.0,280.0,0.42,0.6828,0.5034,0.3724,8.0,480.0,1140.0,1.982,-3.223,11.0,1.051,1.022,-1.898,-0.0897,0.3655,-0.5743,0.0187
B|N8|60m|level|SOLUSD,122,SOLUSD,B,8,60,60,level,primary,B|N8|60m|level,train,122.0,1,0.3115,-0.0164,-1.0487,-1.0,0.7261,0.2461,-0.01748,0.9547,-0.9711,-2.0,-118.5,0.36,0.976,125.2,1.4276,,0.0,32.8,67.2,3.3,272.0,0.35,0.7213,0.541,0.3279,8.0,480.0,930.0,2.339,-2.859,11.0,1.292,-0.129,-3.284,-0.2623,0.2295,-1.5736,-0.4246
B|N8|60m|level|XRPUSD,121,XRPUSD,B,8,60,60,level,primary,B|N8|60m|level,train,107.8,1,0.3223,-0.0331,-1.0438,-1.0,0.9765,0.331,-0.01057,1.2969,-1.33,-4.0,-160.9,0.305,0.951,176.6,1.8404,,0.0,32.2,67.8,2.5,697.0,0.35,0.5868,0.4793,0.3223,8.0,480.0,1080.0,1.908,-2.885,10.0,1.003,-0.21,-2.468,-0.3058,0.2645,-2.4341,-0.4269
C|N2|5m|oneshot|BTCUSD,1717,BTCUSD,C,2,5,5,oneshot,primary,C|N2|5m|oneshot,train,1335.5,1,0.3145,-0.046,-1.2891,-1.0,0.3967,0.1345,0.00049,0.5316,-0.5776,-79.0,-991.8,0.445,0.933,991.6,0.3514,,49.5,31.8,68.2,0.0,81.0,4.9,0.6558,0.4962,0.318,2.0,10.0,20.0,0.985,0.442,3.0,0.99,-1.24,-12.73,-0.1089,0.0187,-0.6536,-0.4983
C|N2|5m|oneshot|ETHUSD,1604,ETHUSD,C,2,5,5,oneshot,primary,C|N2|5m|oneshot,train,1435.9,1,0.3423,0.0268,-1.158,-1.0,0.2235,0.0758,4e-05,0.2993,-0.2725,43.0,-437.1,0.68,1.041,435.8,0.6233,11.166,50.5,34.2,65.8,0.0,84.0,4.55,0.6814,0.4994,0.3416,2.0,10.0,20.0,0.968,0.408,3.0,0.996,0.683,-6.59,-0.048,0.0979,-0.3499,-0.1967
C|N2|5m|oneshot|SOLUSD,1884,SOLUSD,C,2,5,5,oneshot,primary,C|N2|5m|oneshot,train,1884.0,1,0.353,0.0605,-1.1418,-1.0,0.1898,0.0644,0.00032,0.2545,-0.194,114.0,-365.5,0.762,1.094,365.7,0.7026,4.206,49.5,35.4,64.6,0.0,80.0,5.34,0.6789,0.5239,0.3535,2.0,10.0,20.0,0.943,0.401,3.0,1.113,1.889,-5.912,-0.0048,0.1226,-0.2592,-0.1321
C|N2|5m|oneshot|XRPUSD,1857,XRPUSD,C,2,5,5,oneshot,primary,C|N2|5m|oneshot,train,1752.0,1,0.3123,-0.0582,-1.1639,-1.0,0.2258,0.0765,0.00016,0.3025,-0.3606,-108.0,-669.7,0.6,0.915,681.7,0.6621,,49.5,31.4,68.6,0.1,85.0,5.26,0.6532,0.4793,0.3139,2.0,10.0,20.0,1.036,0.427,3.0,0.925,-1.686,-9.485,-0.1228,0.0081,-0.432,-0.2876
C|N2|5m|level|BTCUSD,1101,BTCUSD,C,2,5,5,level,primary,C|N2|5m|level,train,907.2,1,0.3206,-0.0354,-1.2069,-1.0,0.3227,0.1094,-0.00024,0.4318,-0.4672,-39.0,-514.4,0.516,0.948,513.0,0.4585,,51.0,32.2,67.8,0.0,115.0,3.14,0.6794,0.5114,0.3206,2.0,10.0,25.0,0.901,0.856,3.0,1.013,-0.732,-8.378,-0.1172,0.049,-0.5706,-0.3696
C|N2|5m|level|ETHUSD,1332,ETHUSD,C,2,5,5,level,primary,C|N2|5m|level,train,1140.7,1,0.3566,0.0698,-1.1215,-1.0,0.1893,0.0642,0.00045,0.2539,-0.1841,93.0,-245.2,0.772,1.109,245.9,0.7443,3.636,47.8,35.7,64.3,0.0,109.0,3.78,0.6772,0.5008,0.3566,2.0,10.0,25.0,0.83,0.783,3.0,1.006,1.547,-3.816,-0.0113,0.151,-0.2706,-0.0958
C|N2|5m|level|SOLUSD,1441,SOLUSD,C,2,5,5,level,primary,C|N2|5m|level,train,1441.0,1,0.3456,0.0368,-1.1074,-1.0,0.1605,0.0544,0.00051,0.2154,-0.1786,53.0,-257.4,0.776,1.056,266.6,0.8807,5.856,50.6,34.6,65.4,0.0,108.0,4.09,0.6731,0.5108,0.3456,2.0,10.0,25.0,0.858,0.809,3.0,1.066,1.069,-4.955,-0.0298,0.1055,-0.2494,-0.1067
C|N2|5m|level|XRPUSD,1593,XRPUSD,C,2,5,5,level,primary,C|N2|5m|level,train,1484.2,1,0.3271,-0.0132,-1.1272,-1.0,0.1926,0.0653,-0.00016,0.2577,-0.2709,-21.0,-431.5,0.68,0.98,448.0,0.7815,,49.5,32.9,67.1,0.0,104.0,4.52,0.661,0.4909,0.3289,2.0,10.0,25.0,0.906,0.735,3.0,0.947,-0.353,-6.873,-0.081,0.0584,-0.3446,-0.1977
C|N2|15m|oneshot|BTCUSD,554,BTCUSD,C,2,15,15,oneshot,primary,C|N2|15m|oneshot,train,553.6,1,0.352,0.056,-1.1393,-1.0,0.2092,0.0709,0.00103,0.2811,-0.2251,31.0,-124.7,0.73,1.086,139.8,0.682,5.024,49.8,35.2,64.8,0.0,247.5,1.57,0.6787,0.4982,0.3502,2.0,30.0,60.0,0.795,0.376,3.0,0.987,1.093,-4.029,-0.0415,0.1588,-0.3339,-0.1166
