candidate_id,symbol,mechanism,exec_tf,trades,gross_expectancy,fee_drag,slippage_drag,funding_drag,net_expectancy,gross_total_R,net_total_R,win_rate,wins,losses,longs,shorts,median_net_R,avg_stop_pct,median_stop_pct,median_stop_bps,cost_per_R,pct_target,pct_stop,unresolved_at_boundary,effective_n,profit_factor,max_dd_R
M4|5m|9/21|d0.25,SOLUSD,M4,5,1171,0.02732707087959005,-0.30956929974888775,-0.10493874567758904,0.00010683707228673657,-0.38707413747459996,31.999999999999947,-453.26381498275657,0.34244235695986336,401,770,612,559,-1.2222436691881522,0.5586953812611581,0.43301387672734376,43.30138767273437,0.4144012083541901,34.24423569598633,65.75576430401367,0,1171.0,0.582,451.34
M4|5m|9/21|d0.25,XRPUSD,M4,5,1203,-0.014962593516209476,-0.3412003631797128,-0.11566114006091961,-0.00028160267476294576,-0.47210569943160474,-18.0,-567.9431564162205,0.32751454696591853,394,809,597,606,-1.240893371796944,0.5466798604686134,0.4093109339407689,40.93109339407689,0.45714310591539525,32.834580216126355,67.16541978387365,0,1024.4,0.515,574.12
M4|5m|9/21|d0.5,BTCUSD,M4,5,1472,0.029211956521739132,-0.6259720830145222,-0.2121939264456008,0.00019499680496800866,-0.808759056133416,43.0,-1190.4933306283883,0.3172554347826087,467,1005,755,717,-1.3732768147726775,0.3460653445053366,0.2581604610025313,25.816046100253132,0.8379710126551551,34.307065217391305,65.69293478260869,0,1281.5,0.338,1192.09
M4|5m|9/21|d0.5,ETHUSD,M4,5,1501,0.06928714190539641,-0.33200648191394055,-0.11254457014031882,4.3405875757064125e-05,-0.37522050427310594,104.0,-563.205976913932,0.35376415722851434,531,970,779,722,-1.2175530136986314,0.5570022068058995,0.437738104130876,43.773810413087595,0.44450764617850225,35.64290473017988,64.35709526982012,0,1435.4,0.597,561.65
M4|5m|9/21|d0.5,SOLUSD,M4,5,1564,0.016624040920716093,-0.2836582586953329,-0.09615534193062134,0.00017329822835368417,-0.3630162614768844,25.99999999999997,-567.7574329498473,0.33631713554987214,526,1038,791,773,-1.2012592566335798,0.644524710499116,0.5100193554215066,51.001935542150655,0.37964030239760055,33.887468030690535,66.11253196930946,0,1534.7,0.601,565.84
M4|5m|9/21|d0.5,XRPUSD,M4,5,1540,-0.010389610389610398,-0.31925415628693943,-0.10822174789387777,4.569177247056797e-05,-0.43781982279795695,-16.000000000000014,-674.2425271088537,0.32792207792207795,505,1035,784,756,-1.204151088558632,0.6303316479791241,0.4715514168411282,47.15514168411282,0.4274302124083466,32.98701298701299,67.01298701298701,0,1326.1,0.545,680.63
M5|5m|9/21,BTCUSD,M5,5,1319,-0.026535253980288095,-0.4148979416283827,-0.14064337004351954,0.0004250743835857707,-0.5816514912686046,-35.0,-767.1983169832895,0.3244882486732373,428,891,621,698,-1.3252464327615172,0.4167601382268552,0.32514652525816357,32.51465252581635,0.5551162372883165,32.44882486732373,67.55117513267626,0,1259.1,0.449,771.72
M5|5m|9/21,ETHUSD,M5,5,1390,0.005755395683453253,-0.2293512204047897,-0.0777461764084033,-0.00039986462140797547,-0.3017418657511477,8.000000000000021,-419.4211933940953,0.33525179856115106,466,924,675,715,-1.1935375434523263,0.6782844504052983,0.5644823798090035,56.44823798090035,0.30749726143460104,33.52517985611511,66.4748201438849,0,1319.7,0.652,422.54
M5|5m|9/21,SOLUSD,M5,5,1483,0.09035738368172624,-0.19259713402488435,-0.06528716407623199,-0.00095358461854251,-0.16848049903793258,134.00000000000003,-249.856580073254,0.36345246122724206,539,944,662,821,-1.1640875808344373,0.7816261031236696,0.6618922396911661,66.18922396911661,0.2588378827196588,36.345246122724205,63.654753877275795,0,1408.0,0.79,254.63
M5|5m|9/21,XRPUSD,M5,5,1435,0.0578397212543554,-0.2196320156281589,-0.0744515307214098,-0.0009805442946013675,-0.2372243693898147,83.0,-340.4169700743841,0.3526132404181185,506,929,661,774,-1.1669317826414936,0.742713351824683,0.6082028614624152,60.820286146241514,0.2950640906441701,35.26132404181185,64.73867595818815,0,1435.0,0.716,339.16
M1|5m|12/26,BTCUSD,M1,5,1199,-0.06922435362802336,-0.35850853503276586,-0.12152831696025963,0.0008959542962105267,-0.5483652513248383,-83.0,-657.4899363384811,0.3094245204336947,371,828,630,569,-1.2775344813375638,0.5076714215375253,0.3969726388768876,39.69726388768876,0.47914089769681495,31.02585487906589,68.97414512093411,0,981.3,0.464,660.79
M1|5m|12/26,ETHUSD,M1,5,1202,0.04326123128119801,-0.2063873885391606,-0.06996182662344429,0.0002993789157304842,-0.23278860496567638,52.0,-279.811903168743,0.34775374376039936,418,784,620,582,-1.1596741481882056,0.7897624088053898,0.6351687299094787,63.516872990947874,0.2760498362468744,34.775374376039935,65.22462562396007,0,1135.9,0.719,282.67
M1|5m|12/26,SOLUSD,M1,5,1394,-0.020803443328550924,-0.17435708927247906,-0.05910409805846748,0.00017437144295772967,-0.2540902592165397,-28.999999999999986,-354.20182134785637,0.32639885222381637,455,939,705,689,-1.1514200734630828,0.9066161995867491,0.749175682260093,74.9175682260093,0.23328681588798883,32.639885222381636,67.36011477761836,0,1387.9,0.694,361.63
